Time	wind	temperature	rh	pressure	netrad	soilflux	Short_rad	refprecip
03.04.2015 02:00	2.72	0.54	62.77		-94.91	-13.68	4.07	0.00
03.04.2015 03:00	2.37	0.28	65.41		-91.68	-13.68	4.08	0.00
03.04.2015 04:00	2.67	0.33	66.38		-106.92	-13.24	4.08	0.00
03.04.2015 05:00	2.46	0.85	55.67		-151.12	-13.16	4.26	0.00
03.04.2015 06:00	2.85	1.09	52.88		-205.43	-12.63	21.93	0.00
03.04.2015 07:00	2.35	1.28	50.46		-161.30	-12.63	86.74	0.00
03.04.2015 08:00	2.84	1.57	48.54		-24.08	-12.10	172.03	0.91
03.04.2015 09:00	2.79	1.96	48.89		12.95	-11.58	250.63	1.95
03.04.2015 10:00	4.04	3.06	42.27		85.61	-11.58	631.47	0.65
03.04.2015 11:00	3.70	3.77	38.83		147.22	-10.70	814.43	0.00
03.04.2015 12:00	2.79	4.39	38.09		182.83	-8.98	738.40	0.00
03.04.2015 13:00	2.39	5.07	39.21		246.15	-7.45	624.73	0.00
03.04.2015 14:00	2.00	5.89	42.03		376.35	-4.81	688.83	0.00
03.04.2015 15:00	1.84	6.36	42.70		276.23	2.66	471.88	0.00
03.04.2015 16:00	1.40	6.66	38.31		115.33	45.21	332.25	0.00
03.04.2015 17:00	2.50	4.33	54.38		-22.83	38.27	205.72	0.00
03.04.2015 18:00	3.24	2.03	73.33		-67.49	11.04	31.64	0.00
03.04.2015 19:00	2.59	1.49	73.61		-63.51	-17.69	4.07	0.00
03.04.2015 20:00	2.03	1.03	75.04		-49.93	-26.66	4.08	0.00
03.04.2015 21:00	0.97	0.17	79.65		-46.38	-25.52	4.06	0.00
03.04.2015 22:00	0.62	-0.18	82.70		-26.86	-26.49	4.07	0.00
03.04.2015 23:00	0.08	-0.92	88.58		-31.85	-25.17	4.07	0.00
04.04.2015 00:00	0.26	-0.91	89.63		-25.07	-24.21	4.06	0.00
04.04.2015 01:00	0.31	-1.14	91.22		-26.52	-23.64	4.07	0.00
04.04.2015 02:00	0.03	-1.33	92.30		-22.58	-23.11	4.04	0.00
04.04.2015 03:00	0.12	-1.15	93.12		-17.76	-22.32	4.05	0.00
04.04.2015 04:00	0.49	-0.94	92.15		-14.73	-21.01	4.07	0.00
04.04.2015 05:00	0.27	-1.01	94.12		-13.17	-19.51	4.53	0.00
04.04.2015 06:00	0.08	-0.88	94.57		1.78	-17.67	27.38	0.00
04.04.2015 07:00	0.35	-0.60	93.18		10.55	-14.82	73.94	0.00
04.04.2015 08:00	0.70	0.06	92.12		61.05	-7.09	165.05	0.13
04.04.2015 09:00	0.84	1.34	87.73		121.27	9.63	330.77	0.13
04.04.2015 10:00	0.58	2.85	79.66		130.72	38.76	379.63	0.00
04.04.2015 11:00	0.68	3.86	74.17		178.42	59.15	359.38	0.00
04.04.2015 12:00	0.81	4.21	71.97		161.07	59.40	345.13	0.00
04.04.2015 13:00	0.79	4.50	68.98		141.73	57.29	299.10	0.00
04.04.2015 14:00	0.68	4.34	71.13		85.39	50.18	237.42	0.00
04.04.2015 15:00	1.24	3.94	77.73		44.38	40.57	202.78	0.00
04.04.2015 16:00	1.45	3.78	78.10		14.17	30.32	133.88	0.00
04.04.2015 17:00	1.51	3.38	78.20		-17.71	18.57	59.60	0.00
04.04.2015 18:00	1.16	2.88	75.00		-41.30	4.15	9.48	0.13
04.04.2015 19:00	0.95	2.47	77.15		-34.07	-8.12	4.07	0.00
04.04.2015 20:00	0.97	2.11	81.08		-22.66	-12.59	4.01	0.00
04.04.2015 21:00	0.37	1.73	83.25		-22.78	-14.34	4.10	0.00
04.04.2015 22:00	0.73	1.43	86.03		-22.93	-14.73	4.08	0.00
04.04.2015 23:00	0.86	1.39	83.82		-26.85	-14.87	4.08	0.00
05.04.2015 00:00	1.31	0.98	84.08		-28.29	-14.73	4.08	0.00
05.04.2015 01:00	1.58	0.89	83.93		-20.32	-15.84	4.07	0.00
05.04.2015 02:00	0.96	0.82	83.33		-18.22	-16.84	4.06	0.00
05.04.2015 03:00	0.70	0.51	82.72		-21.07	-16.66	4.04	0.00
05.04.2015 04:00	0.48	0.29	81.28		-23.08	-17.50	4.04	0.00
05.04.2015 05:00	0.66	0.11	81.90		-23.58	-18.86	4.69	0.00
05.04.2015 06:00	0.78	0.12	80.47		-7.93	-19.17	40.81	0.00
05.04.2015 07:00	1.20	0.61	74.47		6.65	-17.80	103.80	0.00
05.04.2015 08:00	1.05	1.92	56.00		106.96	-12.09	258.47	0.00
05.04.2015 09:00	2.08	2.04	57.19		227.40	10.34	415.53	0.00
05.04.2015 10:00	1.54	2.18	55.73		196.95	38.95	372.63	0.00
05.04.2015 11:00	2.08	2.82	52.38		264.55	39.83	461.82	0.00
05.04.2015 12:00	2.26	3.41	53.96		313.93	44.28	578.08	0.00
05.04.2015 13:00	1.72	3.98	46.31		323.87	68.94	550.10	0.00
05.04.2015 14:00	1.83	4.09	45.70		207.93	73.03	414.42	0.00
05.04.2015 15:00	1.41	3.50	57.22		165.64	56.22	367.18	0.00
05.04.2015 16:00	1.96	3.59	58.90		159.77	30.87	405.67	0.00
05.04.2015 17:00	2.18	1.48	74.73		10.05	30.95	56.77	0.00
05.04.2015 18:00	0.72	1.08	77.39		-27.54	-3.02	15.70	0.00
05.04.2015 19:00	0.39	0.89	78.55		-20.52	-16.89	4.03	0.00
05.04.2015 20:00	0.36	-0.02	87.68		-20.80	-19.29	4.03	0.00
05.04.2015 21:00	0.27	-0.16	89.02		-28.19	-20.70	3.99	0.00
05.04.2015 22:00	0.68	-0.43	89.73		-32.10	-21.84	3.98	0.00
05.04.2015 23:00	0.49	-0.66	90.87		-27.25	-23.77	4.01	0.00
06.04.2015 00:00	0.86	-0.62	89.50		-27.75	-24.34	4.01	0.00
06.04.2015 01:00	0.87	-0.72	89.27		-27.70	-23.73	4.00	0.00
06.04.2015 02:00	0.73	-0.75	90.30		-21.53	-23.81	4.01	0.00
06.04.2015 03:00	0.54	-0.86	90.03		-23.09	-22.45	4.02	0.00
06.04.2015 04:00	0.57	-0.87	90.62		-21.87	-21.93	4.02	0.00
06.04.2015 05:00	0.20	-1.03	91.03		-23.94	-21.18	4.87	0.00
06.04.2015 06:00	0.37	-0.77	88.32		-12.23	-20.96	41.38	0.00
06.04.2015 07:00	0.69	0.56	79.82		60.13	-17.88	201.62	0.00
06.04.2015 08:00	1.10	-0.26	83.72		43.28	6.21	141.78	0.13
06.04.2015 09:00	1.37	0.00	83.77		63.37	2.21	207.07	0.26
06.04.2015 10:00	1.69	2.31	64.55		292.65	11.59	636.38	0.00
06.04.2015 11:00	2.29	1.45	62.01		245.84	63.86	433.38	0.00
06.04.2015 12:00	1.74	1.95	65.20		273.40	43.09	506.65	0.00
06.04.2015 13:00	1.63	3.15	51.67		251.67	55.96	492.35	0.00
06.04.2015 14:00	0.94	-0.92	92.28		-48.23	68.81	41.36	0.00
06.04.2015 15:00	1.59	-0.34	90.37		-195.50	-3.59	66.64	1.17
06.04.2015 16:00	0.83	0.81	78.64		-126.28	-13.29	116.97	2.21
06.04.2015 17:00	1.33	0.46	78.35		-5.85	-14.69	27.03	0.13
06.04.2015 18:00	1.07	-1.03	95.00		-2.35	-16.23	4.53	0.00
06.04.2015 19:00	1.14	-0.97	93.10		-6.23	-18.46	4.02	0.00
06.04.2015 20:00	0.60	-1.28	91.75		-4.04	-19.56	4.01	0.00
06.04.2015 21:00	0.00	-1.74	93.40		-1.89	-18.99	4.01	0.00
06.04.2015 22:00	0.00	-1.86	94.95		-1.56	-17.89	4.02	0.00
06.04.2015 23:00	0.00	-1.97	96.18		-0.76	-17.59	4.03	0.00
07.04.2015 00:00	0.00	-1.99	96.45		0.60	-16.88	4.01	0.00
07.04.2015 01:00	0.00	-1.97	96.48		-3.52	-16.84	4.02	0.00
07.04.2015 02:00	0.00	-2.15	96.80		0.40	-16.84	4.01	0.00
07.04.2015 03:00	0.00	-2.14	96.30		0.37	-16.36	4.00	0.00
07.04.2015 04:00	0.00	-2.56	96.47		-1.06	-16.27	4.00	0.00
07.04.2015 05:00	0.00	-2.44	96.33		-1.20	-15.79	4.00	0.00
07.04.2015 06:00	0.00	-2.24	95.72		-19.55	-15.79	8.56	0.00
07.04.2015 07:00	0.00	-0.93	86.22		-69.31	-15.48	24.40	0.00
07.04.2015 08:00	0.08	1.12	72.02		-210.47	-14.78	42.63	0.65
07.04.2015 09:00	0.48	2.10	63.37		-444.17	-14.74	84.61	3.77
07.04.2015 10:00	0.90	2.81	53.33		107.67	-13.86	348.82	3.12
07.04.2015 11:00	2.54	2.39	54.83		241.72	-12.32	779.35	0.00
07.04.2015 12:00	2.79	3.11	52.77		437.90	-8.58	842.82	0.00
07.04.2015 13:00	2.60	4.13	48.87		500.37	16.56	861.87	0.00
07.04.2015 14:00	1.97	4.46	47.64		379.18	91.90	654.67	0.00
07.04.2015 15:00	2.49	4.51	46.41		275.62	87.20	471.80	0.13
07.04.2015 16:00	1.83	4.51	45.08		135.97	65.76	383.03	0.00
07.04.2015 17:00	1.83	4.23	46.74		13.07	32.88	244.98	0.00
07.04.2015 18:00	1.03	2.73	56.40		-63.17	13.59	32.83	0.00
07.04.2015 19:00	1.51	2.02	61.36		-66.47	-16.95	4.06	0.00
07.04.2015 20:00	2.47	1.46	67.36		-29.25	-31.53	3.98	0.00
07.04.2015 21:00	2.09	1.37	69.59		-33.83	-28.14	4.04	0.00
07.04.2015 22:00	2.28	1.32	69.12		-48.17	-25.65	4.05	0.00
07.04.2015 23:00	1.78	1.58	66.50		-41.02	-28.33	4.06	0.00
08.04.2015 00:00	1.32	1.10	70.93		-24.64	-28.72	4.06	0.00
08.04.2015 01:00	1.39	0.48	75.02		-54.60	-23.93	4.04	0.00
08.04.2015 02:00	1.63	0.25	75.31		-24.73	-27.68	4.03	0.00
08.04.2015 03:00	2.35	0.88	68.86		-14.83	-27.54	4.05	0.00
08.04.2015 04:00	1.57	0.89	67.97		-16.47	-22.41	4.04	0.00
08.04.2015 05:00	1.21	1.40	65.65		-15.25	-20.35	4.99	0.00
08.04.2015 06:00	1.86	2.48	59.87		-0.15	-19.07	32.04	0.00
08.04.2015 07:00	2.50	3.51	55.00		42.15	-15.12	111.44	0.00
08.04.2015 08:00	2.14	4.81	49.46		85.62	-3.93	190.63	0.00
08.04.2015 09:00	2.92	6.64	42.61		336.42	10.15	598.65	0.00
08.04.2015 10:00	2.39	7.21	40.19		255.75	55.55	478.92	0.00
08.04.2015 11:00	2.93	7.38	39.04		206.62	72.44	397.40	0.00
08.04.2015 12:00	3.13	7.55	40.82		111.27	47.93	235.87	0.00
08.04.2015 13:00	3.20	8.91	40.16		463.88	27.59	717.72	0.00
08.04.2015 14:00	1.37	8.55	40.83		158.22	83.50	301.07	0.00
08.04.2015 15:00	1.99	9.10	40.88		215.35	56.45	368.22	0.00
08.04.2015 16:00	2.00	9.28	41.00		131.85	52.75	263.67	0.00
08.04.2015 17:00	1.70	9.52	41.70		35.88	36.49	171.07	0.00
08.04.2015 18:00	1.21	8.02	50.47		-37.51	22.50	33.99	0.00
08.04.2015 19:00	2.78	5.50	66.17		-49.44	-1.22	4.14	0.00
08.04.2015 20:00	2.12	4.72	71.16		-51.40	-17.59	4.10	0.00
08.04.2015 21:00	1.72	3.73	76.00		-59.96	-21.23	4.11	0.00
08.04.2015 22:00	1.46	2.78	79.73		-57.19	-26.40	4.12	0.00
08.04.2015 23:00	0.95	1.80	83.90		-55.30	-29.34	4.05	0.00
09.04.2015 00:00	0.76	0.57	87.70		-54.85	-30.92	4.03	0.00
09.04.2015 01:00	0.44	-0.10	88.67		-54.09	-31.97	4.02	0.00
09.04.2015 02:00	0.60	-0.71	92.42		-53.53	-33.11	4.00	0.00
09.04.2015 03:00	0.84	-0.66	91.00		-53.96	-34.30	4.01	0.00
09.04.2015 04:00	0.31	-1.59	93.78		-51.71	-34.21	4.02	0.00
09.04.2015 05:00	0.32	-1.93	95.28		-50.66	-34.96	23.70	0.00
09.04.2015 06:00	0.47	-1.43	93.97		-17.47	-35.26	253.42	0.00
09.04.2015 07:00	0.26	1.48	80.77		83.21	-32.80	603.50	0.00
09.04.2015 08:00	0.39	4.09	70.66		204.70	-9.72	709.77	0.00
09.04.2015 09:00	0.75	6.33	60.82		320.77	41.14	789.93	0.00
09.04.2015 10:00	1.03	8.56	56.15		409.43	82.10	852.40	0.00
09.04.2015 11:00	0.87	11.01	46.44		461.73	112.60	958.17	0.00
09.04.2015 12:00	0.97	13.30	42.74		475.02	123.70	1070.83	0.00
09.04.2015 13:00	1.04	15.49	36.62		446.55	137.20	958.00	0.00
09.04.2015 14:00	1.11	16.83	31.86		358.55	135.60	770.00	0.00
09.04.2015 15:00	1.37	17.23	30.13		250.22	116.10	560.18	0.00
09.04.2015 16:00	1.23	17.14	31.75		127.28	83.20	403.50	0.00
09.04.2015 17:00	3.42	12.84	50.73		9.81	54.88	167.70	0.00
09.04.2015 18:00	3.55	10.63	58.15		-45.05	16.99	52.68	0.00
09.04.2015 19:00	2.49	8.74	64.12		-61.51	-6.59	13.41	0.00
09.04.2015 20:00	2.33	7.08	69.22		-64.26	-17.54	11.82	0.00
09.04.2015 21:00	2.32	5.90	73.35		-62.99	-23.24	5.75	0.00
09.04.2015 22:00	1.79	4.93	76.71		-60.71	-25.96	4.04	0.00
09.04.2015 23:00	1.58	4.06	80.34		-58.28	-27.41	4.05	0.00
10.04.2015 00:00	1.04	2.86	84.67		-55.19	-30.43	4.04	0.00
10.04.2015 01:00	0.41	1.58	89.47		-53.13	-31.49	4.02	0.00
10.04.2015 02:00	0.73	1.41	89.73		-52.88	-33.59	4.02	0.00
10.04.2015 03:00	0.47	0.78	92.15		-54.23	-33.55	3.99	0.00
10.04.2015 04:00	0.21	-0.04	94.22		-54.84	-33.68	4.01	0.00
10.04.2015 05:00	0.23	-0.57	95.23		-50.23	-34.34	11.59	0.00
10.04.2015 06:00	0.44	-0.07	94.33		-9.46	-35.17	88.19	0.00
10.04.2015 07:00	0.51	3.04	80.98		80.46	-30.95	285.30	0.00
10.04.2015 08:00	0.59	5.52	72.01		210.28	-4.02	505.02	0.00
10.04.2015 09:00	0.64	7.91	65.49		282.23	40.21	593.97	0.00
10.04.2015 10:00	0.71	10.41	55.79		354.52	70.29	688.33	0.00
10.04.2015 11:00	0.67	13.52	45.72		467.77	95.30	936.33	0.00
10.04.2015 12:00	0.89	15.89	40.62		479.50	122.30	940.17	0.00
10.04.2015 13:00	0.70	18.46	30.53		434.78	136.80	906.83	0.00
10.04.2015 14:00	0.98	19.99	21.99		362.67	137.80	722.47	0.00
10.04.2015 15:00	1.59	20.24	20.48		263.75	117.70	549.42	0.00
10.04.2015 16:00	1.25	20.21	20.77		123.52	79.68	436.55	0.00
10.04.2015 17:00	3.20	15.96	32.43		-9.06	50.93	213.92	0.00
10.04.2015 18:00	4.04	12.62	41.17		-65.92	18.16	37.27	0.00
10.04.2015 19:00	2.40	10.89	46.15		-67.68	-12.77	4.22	0.00
10.04.2015 20:00	1.94	9.08	53.05		-60.72	-22.31	4.12	0.00
10.04.2015 21:00	1.42	7.01	64.02		-56.66	-26.13	4.08	0.00
10.04.2015 22:00	1.17	5.97	70.80		-51.28	-28.41	4.06	0.00
10.04.2015 23:00	0.35	4.48	77.63		-50.03	-30.16	4.04	0.00
11.04.2015 00:00	0.06	3.28	82.98		-48.44	-32.10	4.03	0.00
11.04.2015 01:00	0.25	2.43	87.28		-49.06	-33.59	4.03	0.00
11.04.2015 02:00	0.44	2.60	87.27		-49.10	-33.94	4.03	0.00
11.04.2015 03:00	0.12	1.62	90.80		-46.24	-33.63	4.00	0.00
11.04.2015 04:00	0.07	0.84	93.23		-51.14	-32.58	4.00	0.00
11.04.2015 05:00	0.28	0.92	93.45		-38.38	-33.55	11.32	0.00
11.04.2015 06:00	0.68	2.09	90.55		-8.78	-32.19	68.01	0.00
11.04.2015 07:00	0.53	3.65	84.19		54.60	-23.32	165.77	0.00
11.04.2015 08:00	0.85	5.99	76.82		129.10	-3.96	278.85	0.00
11.04.2015 09:00	0.79	8.76	67.05		295.17	20.12	552.58	0.00
11.04.2015 10:00	0.57	12.32	55.77		317.63	60.15	605.20	0.00
11.04.2015 11:00	0.83	16.02	38.13		413.92	83.30	762.33	0.00
11.04.2015 12:00	1.41	17.08	30.92		416.47	106.00	804.60	0.00
11.04.2015 13:00	1.76	17.34	31.41		320.55	112.50	580.48	0.00
11.04.2015 14:00	1.74	16.37	34.02		60.57	84.50	229.40	0.00
11.04.2015 15:00	1.66	17.13	32.83		217.43	34.64	446.02	0.00
11.04.2015 16:00	2.09	15.84	36.88		50.16	46.66	173.38	0.00
11.04.2015 17:00	1.38	15.30	41.14		27.87	23.74	109.41	0.00
11.04.2015 18:00	1.10	14.08	46.34		-10.55	12.79	17.72	0.00
11.04.2015 19:00	2.21	12.85	52.96		-18.29	2.35	4.16	0.00
11.04.2015 20:00	1.98	11.13	62.16		-40.90	-4.87	4.16	0.00
11.04.2015 21:00	1.50	9.74	71.38		-17.88	-7.06	4.13	0.00
11.04.2015 22:00	0.94	9.01	74.93		-18.37	-8.37	4.12	0.00
11.04.2015 23:00	1.33	8.46	78.34		-25.54	-8.42	4.10	0.00
12.04.2015 00:00	1.09	8.12	82.47		-31.14	-9.29	4.09	0.00
12.04.2015 01:00	1.17	7.64	86.60		-23.26	-8.59	4.11	1.17
12.04.2015 02:00	1.78	7.33	89.53		-23.02	-9.12	4.08	0.13
12.04.2015 03:00	1.28	7.58	86.78		-27.13	-9.38	4.08	0.13
12.04.2015 04:00	1.34	7.22	88.97		-22.96	-9.12	4.08	0.52
12.04.2015 05:00	0.88	6.96	90.08		-21.65	-9.43	6.02	0.00
12.04.2015 06:00	0.29	6.87	92.47		1.25	-9.86	41.39	0.00
12.04.2015 07:00	0.39	7.37	89.28		0.18	-6.56	49.79	0.00
12.04.2015 08:00	0.38	7.81	88.92		35.26	0.00	126.10	0.13
12.04.2015 09:00	0.34	9.12	80.64		104.60	8.70	285.90	0.00
12.04.2015 10:00	0.71	10.57	72.79		199.57	28.00	385.08	0.00
12.04.2015 11:00	0.94	13.27	60.02		484.27	48.25	862.00	0.00
12.04.2015 12:00	1.19	14.93	43.50		398.10	96.20	729.48	0.00
12.04.2015 13:00	1.43	15.68	38.33		358.35	102.00	590.47	0.00
12.04.2015 14:00	1.10	16.20	35.24		349.60	88.30	650.78	0.00
12.04.2015 15:00	1.13	16.90	33.50		306.95	86.40	562.67	0.00
12.04.2015 16:00	0.83	17.07	31.51		114.90	78.52	428.80	0.00
12.04.2015 17:00	1.63	15.57	39.66		-5.71	46.34	218.12	0.00
12.04.2015 18:00	3.66	11.69	56.17		-64.03	21.02	42.66	0.00
12.04.2015 19:00	3.23	10.43	60.29		-70.57	-10.28	4.30	0.00
12.04.2015 20:00	2.07	9.11	63.86		-66.44	-21.35	4.12	0.00
12.04.2015 21:00	2.09	8.08	67.40		-63.12	-24.72	4.09	0.00
12.04.2015 22:00	1.96	7.03	71.26		-60.44	-26.74	4.10	0.00
12.04.2015 23:00	1.50	5.88	76.60		-56.63	-27.84	4.06	0.00
13.04.2015 00:00	1.43	5.25	79.63		-56.85	-29.07	4.05	0.00
13.04.2015 01:00	0.44	3.78	84.87		-53.86	-30.25	4.04	0.00
13.04.2015 02:00	0.67	2.97	88.87		-54.03	-32.19	4.04	0.00
13.04.2015 03:00	0.46	2.25	92.20		-49.07	-33.98	4.02	0.00
13.04.2015 04:00	0.76	2.26	91.58		-50.48	-33.50	4.04	0.00
13.04.2015 05:00	0.80	2.05	92.43		-49.59	-32.49	10.97	0.00
13.04.2015 06:00	1.07	2.85	89.67		0.69	-32.62	106.94	0.00
13.04.2015 07:00	1.07	5.95	76.42		137.49	-24.92	342.20	0.00
13.04.2015 08:00	2.05	7.97	68.85		305.27	6.37	496.88	0.00
13.04.2015 09:00	1.03	11.32	60.31		276.40	44.45	466.27	0.00
13.04.2015 10:00	1.71	14.17	51.58		222.40	66.68	413.57	0.00
13.04.2015 11:00	3.08	15.82	39.75		346.20	48.44	612.43	0.00
13.04.2015 12:00	2.75	16.15	37.43		267.58	61.36	536.10	0.00
13.04.2015 13:00	3.66	16.80	35.12		413.55	58.80	694.02	0.00
13.04.2015 14:00	3.62	16.77	33.73		303.33	71.56	580.33	0.00
13.04.2015 15:00	3.34	16.34	33.65		131.56	61.29	297.33	0.00
13.04.2015 16:00	2.70	15.94	34.93		63.58	33.35	186.37	0.00
13.04.2015 17:00	2.72	15.51	36.94		11.13	16.94	100.02	0.00
13.04.2015 18:00	2.63	14.85	38.64		-23.29	5.98	25.76	0.00
13.04.2015 19:00	2.30	14.01	44.24		-98.49	-4.70	4.15	0.13
13.04.2015 20:00	2.32	13.16	50.35		-77.03	-7.28	4.18	0.00
13.04.2015 21:00	1.84	12.22	56.62		-39.88	-8.46	4.17	1.17
13.04.2015 22:00	1.05	9.72	77.44		-35.54	-9.08	4.11	0.91
13.04.2015 23:00	1.40	8.73	85.65		-27.59	-9.29	4.12	1.43
14.04.2015 00:00	1.40	8.34	84.77		-31.67	-10.08	4.11	0.65
14.04.2015 01:00	1.70	7.96	84.66		-30.50	-10.65	4.11	0.13
14.04.2015 02:00	2.24	8.00	82.83		-39.91	-11.44	4.09	0.00
14.04.2015 03:00	2.12	7.90	81.49		-25.51	-11.57	4.09	0.00
14.04.2015 04:00	1.94	8.37	73.79		-20.08	-11.97	4.10	0.00
14.04.2015 05:00	0.77	8.46	72.32		-17.55	-12.89	4.53	0.00
14.04.2015 06:00	0.95	8.71	70.00		-36.94	-11.13	14.84	0.00
14.04.2015 07:00	1.31	8.16	75.56		-28.38	-9.03	34.38	0.52
14.04.2015 08:00	1.82	7.64	83.66		-7.77	-6.79	62.17	0.78
14.04.2015 09:00	1.72	8.26	81.23		11.23	-4.07	113.66	0.26
14.04.2015 10:00	1.76	9.63	67.86		28.86	3.25	157.08	0.00
14.04.2015 11:00	1.40	11.31	55.80		150.07	8.95	277.07	0.00
14.04.2015 12:00	2.24	12.73	46.34		248.17	22.56	426.68	0.00
14.04.2015 13:00	2.10	13.40	43.27		203.18	47.51	355.62	0.00
14.04.2015 14:00	1.51	13.71	43.28		108.95	41.85	218.45	0.00
14.04.2015 15:00	1.88	14.40	41.25		122.54	30.78	247.62	0.00
14.04.2015 16:00	1.64	15.11	36.64		114.87	25.29	282.60	0.00
14.04.2015 17:00	2.58	15.02	33.58		17.73	27.91	178.12	0.00
14.04.2015 18:00	1.84	14.44	36.22		-23.96	13.29	34.89	0.00
14.04.2015 19:00	1.53	13.61	42.82		-23.24	-2.95	4.29	0.00
14.04.2015 20:00	1.28	13.34	45.61		-20.56	-7.89	4.18	0.00
14.04.2015 21:00	1.12	13.79	43.29		-23.36	-8.41	4.18	0.00
14.04.2015 22:00	0.93	12.22	49.29		-34.46	-8.20	4.17	0.00
14.04.2015 23:00	1.51	11.25	53.07		-47.27	-12.28	4.16	0.00
15.04.2015 00:00	1.52	9.30	62.49		-49.32	-16.62	4.10	0.00
15.04.2015 01:00	1.30	8.94	61.58		-45.53	-19.87	4.11	0.00
15.04.2015 02:00	2.08	8.91	60.22		-37.44	-21.30	4.07	0.00
15.04.2015 03:00	1.66	8.45	61.76		-44.58	-18.49	4.03	0.00
15.04.2015 04:00	2.03	7.75	67.22		-42.19	-18.64	4.02	0.00
15.04.2015 05:00	1.77	7.16	70.57		-39.70	-19.77	11.91	0.00
15.04.2015 06:00	1.04	7.34	70.34		0.02	-19.73	115.16	0.00
15.04.2015 07:00	0.81	9.69	59.36		103.90	-15.46	338.48	0.00
15.04.2015 08:00	0.62	12.46	49.64		231.30	4.82	496.67	0.00
15.04.2015 09:00	1.35	14.82	45.36		343.95	40.63	664.43	0.00
15.04.2015 10:00	2.41	17.45	32.36		435.20	71.18	802.67	0.00
15.04.2015 11:00	1.87	18.91	27.27		484.83	92.50	880.67	0.00
15.04.2015 12:00	1.73	19.82	24.58		493.02	106.40	996.50	0.00
15.04.2015 13:00	1.36	20.65	21.98		468.37	113.70	860.33	0.00
15.04.2015 14:00	1.50	21.16	19.53		380.73	115.20	720.82	0.00
15.04.2015 15:00	1.53	21.22	19.46		268.92	96.20	515.25	0.00
15.04.2015 16:00	1.31	21.36	17.21		124.90	67.91	493.88	0.00
15.04.2015 17:00	1.72	19.61	24.04		-2.78	44.15	267.45	0.00
15.04.2015 18:00	3.89	15.05	34.17		-73.22	21.94	54.38	0.00
15.04.2015 19:00	3.99	13.53	37.87		-78.90	-7.30	4.56	0.00
15.04.2015 20:00	3.01	11.92	42.59		-74.42	-19.33	4.19	0.00
15.04.2015 21:00	2.41	10.69	46.59		-71.84	-23.19	4.17	0.00
15.04.2015 22:00	2.03	9.03	53.50		-66.53	-25.03	4.13	0.00
15.04.2015 23:00	1.34	8.06	56.98		-61.13	-27.79	4.10	0.00
16.04.2015 00:00	0.83	6.44	65.17		-50.71	-29.72	4.06	0.00
16.04.2015 01:00	0.62	5.21	70.84		-53.94	-30.08	4.05	0.00
16.04.2015 02:00	0.56	4.17	75.28		-54.15	-30.96	4.05	0.00
16.04.2015 03:00	0.54	3.20	79.38		-55.47	-33.11	4.04	0.00
16.04.2015 04:00	0.30	2.23	83.62		-53.99	-34.69	4.02	0.00
16.04.2015 05:00	0.50	1.98	84.62		-49.19	-34.34	12.72	0.00
16.04.2015 06:00	0.73	3.61	77.33		5.32	-34.42	131.70	0.00
16.04.2015 07:00	0.78	6.41	67.89		108.56	-28.05	346.60	0.00
16.04.2015 08:00	0.55	9.84	56.22		228.55	-2.80	542.42	0.00
16.04.2015 09:00	0.57	13.13	46.92		301.35	31.87	627.90	0.00
16.04.2015 10:00	0.72	15.78	40.18		357.48	61.63	649.72	0.00
16.04.2015 11:00	0.83	18.36	33.71		409.52	78.74	784.60	0.00
16.04.2015 12:00	1.33	21.07	25.30		447.80	88.60	863.92	0.00
16.04.2015 13:00	2.20	22.39	18.09		427.10	100.50	770.75	0.00
16.04.2015 14:00	1.40	22.14	16.21		195.37	101.60	406.08	0.00
16.04.2015 15:00	1.53	21.40	17.07		114.65	63.98	258.27	0.00
16.04.2015 16:00	1.49	20.89	19.26		74.51	37.86	211.47	0.00
16.04.2015 17:00	1.52	19.59	25.02		23.10	27.09	146.38	0.00
16.04.2015 18:00	2.86	16.81	32.28		-39.68	17.89	50.09	0.00
16.04.2015 19:00	3.58	14.84	36.75		-59.20	-1.03	4.58	0.00
16.04.2015 20:00	3.07	13.25	40.30		-65.95	-12.50	4.18	0.00
16.04.2015 21:00	2.36	11.71	45.54		-60.41	-18.06	4.17	0.00
16.04.2015 22:00	1.63	10.65	50.22		-54.57	-20.43	4.14	0.00
16.04.2015 23:00	1.66	9.48	54.96		-53.11	-22.53	4.10	0.00
17.04.2015 00:00	1.05	8.30	61.64		-34.91	-24.11	4.10	0.00
17.04.2015 01:00	0.62	7.53	66.82		-29.15	-22.56	4.09	0.00
17.04.2015 02:00	0.36	6.75	72.78		-26.11	-19.86	4.07	0.00
17.04.2015 03:00	0.62	6.68	74.22		-24.38	-19.20	4.09	0.00
17.04.2015 04:00	0.66	6.43	74.80		-28.49	-18.28	4.06	0.00
17.04.2015 05:00	0.54	6.37	78.13		-14.41	-19.07	8.97	0.00
17.04.2015 06:00	0.51	7.30	74.05		9.10	-15.95	85.26	0.00
17.04.2015 07:00	0.19	8.73	67.13		70.30	-10.12	156.43	0.00
17.04.2015 08:00	0.45	9.55	67.04		67.46	3.62	157.02	0.00
17.04.2015 09:00	0.71	10.80	59.64		149.58	11.18	289.87	0.00
17.04.2015 10:00	0.42	12.27	53.90		123.26	25.49	258.65	0.00
17.04.2015 11:00	0.53	12.29	61.95		53.31	33.20	240.77	0.00
