Time	wind	temperature	rh	pressure	netrad	soilflux	Short_rad	refprecip
01.01.2015 00:00	0.00	-2.86	97.47		-0.75	-5.26	4.19	0.00
01.01.2015 01:00	0.00	-2.67	96.22		0.73	-5.26	4.13	0.00
01.01.2015 02:00	0.00	-2.55	95.38		-1.73	-5.26	4.28	0.00
01.01.2015 03:00	0.00	-2.45	94.78		-1.47	-4.56	4.13	0.00
01.01.2015 04:00	0.00	-2.55	94.52		-0.45	-4.21	4.21	0.00
01.01.2015 05:00	0.00	-2.53	94.48		-1.64	-4.21	4.17	0.00
01.01.2015 06:00	0.00	-2.68	94.25		0.27	-4.21	4.19	0.00
01.01.2015 07:00	0.00	-2.51	94.40		-2.50	-4.21	4.16	0.00
01.01.2015 08:00	0.00	-2.31	93.32		-10.94	-4.21	8.27	0.00
01.01.2015 09:00	0.00	-1.90	91.43		-21.58	-4.21	16.18	0.00
01.01.2015 10:00	0.05	-1.04	85.53		-57.36	-4.21	27.02	0.00
01.01.2015 11:00	0.47	-0.29	78.54		-133.55	-4.08	41.32	0.91
01.01.2015 12:00	0.63	0.10	77.79		-137.86	-3.68	40.47	1.43
01.01.2015 13:00	0.33	0.40	76.36		-2.61	-3.99	34.42	1.17
01.01.2015 14:00	0.25	0.31	78.40		4.83	-4.21	27.44	1.04
01.01.2015 15:00	0.33	0.02	81.41		-1.09	-4.21	20.65	0.65
01.01.2015 16:00	0.58	-0.64	87.10		-12.36	-4.21	6.17	0.26
01.01.2015 17:00	0.56	-1.12	92.42		-3.83	-4.21	4.21	0.00
01.01.2015 18:00	0.29	-1.43	93.35		-16.45	-4.21	4.20	0.00
01.01.2015 19:00	0.43	-2.90	96.98		-26.92	-4.21	4.18	0.00
01.01.2015 20:00	0.58	-4.05	97.47		-25.16	-4.25	4.17	0.00
01.01.2015 21:00	0.56	-4.21	98.12		-24.92	-4.61	4.16	0.00
01.01.2015 22:00	0.10	-5.52	97.22		-21.59	-4.69	4.14	0.00
01.01.2015 23:00	0.33	-5.33	97.25		-21.64	-4.74	4.16	0.00
02.01.2015 00:00	0.18	-5.83	96.78		-9.76	-4.74	4.13	0.00
02.01.2015 01:00	0.17	-6.40	96.50		-12.74	-4.74	4.11	0.00
02.01.2015 02:00	0.26	-6.31	96.43		-5.33	-5.09	4.12	0.00
02.01.2015 03:00	0.38	-6.54	96.15		-6.89	-5.26	4.10	0.00
02.01.2015 04:00	0.39	-6.07	96.38		-5.87	-5.26	4.12	0.00
02.01.2015 05:00	0.24	-6.44	96.18		-6.66	-5.26	4.12	0.00
02.01.2015 06:00	0.62	-6.40	96.12		-11.52	-5.26	4.13	0.00
02.01.2015 07:00	0.61	-6.86	95.92		-12.09	-5.26	4.10	0.00
02.01.2015 08:00	0.68	-7.56	95.35		-19.91	-5.26	10.80	0.00
02.01.2015 09:00	0.65	-7.65	95.23		-19.21	-5.26	25.69	0.00
02.01.2015 10:00	0.79	-5.74	95.52		-19.08	-5.53	98.39	0.00
02.01.2015 11:00	0.75	-4.30	95.80		-9.15	-5.35	113.45	0.39
02.01.2015 12:00	1.49	-2.17	95.38		32.73	-4.82	213.75	0.91
02.01.2015 13:00	1.03	-0.55	89.00		1.80	-4.43	159.95	1.17
02.01.2015 14:00	0.65	-0.47	87.33		-3.26	-4.25	92.73	0.78
02.01.2015 15:00	1.03	-0.40	89.77		-6.86	-4.21	49.64	0.26
02.01.2015 16:00	1.52	-0.41	92.67		-8.21	-4.21	8.71	0.13
02.01.2015 17:00	0.88	0.07	94.37		-3.99	-4.21	4.27	0.00
02.01.2015 18:00	1.44	1.46	94.60		-3.44	-4.21	4.27	0.39
02.01.2015 19:00	1.86	2.57	93.60		-4.34	-4.69	4.30	0.91
02.01.2015 20:00	2.35	3.07	94.35		-18.13	-4.74	4.29	1.30
02.01.2015 21:00	2.53	4.51	85.35		-44.15	-4.74	4.32	1.69
02.01.2015 22:00	2.18	4.72	83.34		-37.27	-4.74	4.32	0.00
02.01.2015 23:00	4.29	7.28	55.17		-86.81	-4.74	4.32	0.00
03.01.2015 00:00	2.81	5.86	60.71		-41.88	-4.74	4.47	0.00
03.01.2015 01:00	1.56	4.38	71.22		-26.93	-4.74	4.83	0.00
03.01.2015 02:00	2.35	4.33	72.33		-23.54	-5.13	5.05	0.00
03.01.2015 03:00	2.35	5.15	65.40		-23.62	-5.22	5.20	0.00
03.01.2015 04:00	2.55	4.86	66.77		-20.04	-5.13	5.08	0.00
03.01.2015 05:00	2.21	4.22	68.98		-11.82	-5.26	4.94	0.00
03.01.2015 06:00	3.30	4.04	67.99		-14.75	-5.26	4.91	0.00
03.01.2015 07:00	2.75	3.97	66.23		-12.97	-5.31	5.38	0.00
03.01.2015 08:00	2.65	3.80	65.56		-12.13	-5.31	22.08	0.00
03.01.2015 09:00	1.40	3.83	65.23		3.03	-5.44	101.58	0.00
03.01.2015 10:00	0.95	4.96	58.69		42.04	-4.78	341.35	0.00
03.01.2015 11:00	0.71	5.01	59.80		42.35	-4.30	356.28	0.00
03.01.2015 12:00	0.86	5.45	58.75		42.51	-3.94	405.62	0.00
03.01.2015 13:00	0.65	6.34	54.60		21.08	-3.59	318.27	0.00
03.01.2015 14:00	1.09	5.16	63.16		-6.93	-3.90	130.12	0.00
03.01.2015 15:00	1.80	4.91	66.24		-1.67	-4.95	62.91	0.00
03.01.2015 16:00	2.20	4.81	66.24		-0.61	-5.26	9.42	0.00
03.01.2015 17:00	1.03	3.68	74.91		-8.52	-5.96	4.30	0.13
03.01.2015 18:00	0.54	1.55	91.63		-17.93	-6.31	4.27	1.69
03.01.2015 19:00	0.46	0.31	96.85		-4.46	-6.31	4.26	0.26
03.01.2015 20:00	1.04	0.54	97.82		-12.23	-6.31	4.26	1.69
03.01.2015 21:00	1.06	0.94	97.53		-49.36	-6.31	4.26	3.51
03.01.2015 22:00	0.70	0.62	98.28		-8.13	-6.58	4.26	1.95
03.01.2015 23:00	1.09	0.99	98.52		1.82	-6.58	4.26	2.47
04.01.2015 00:00	1.47	1.46	98.38		3.72	-6.31	4.30	4.16
04.01.2015 01:00	1.76	2.84	95.15		-4.27	-6.54	4.28	4.16
04.01.2015 02:00	2.34	2.88	85.36		-44.63	-6.84	4.29	1.95
04.01.2015 03:00	2.54	2.25	79.26		-50.11	-6.75	4.27	0.39
04.01.2015 04:00	1.86	2.10	79.44		-51.52	-5.79	4.29	0.13
04.01.2015 05:00	2.20	2.49	71.00		-55.07	-5.79	4.32	0.13
04.01.2015 06:00	2.28	2.16	74.47		-45.07	-5.79	4.27	0.00
04.01.2015 07:00	3.10	2.31	67.28		-61.64	-5.74	4.50	0.26
04.01.2015 08:00	3.17	2.38	55.98		-56.59	-5.44	20.23	0.00
04.01.2015 09:00	4.40	2.28	53.79		-3.24	-4.91	35.95	0.00
04.01.2015 10:00	2.85	1.98	54.23		5.33	-4.74	97.37	0.00
04.01.2015 11:00	1.38	1.61	57.54		12.45	-3.81	128.75	0.00
04.01.2015 12:00	2.09	0.43	69.43		-2.98	-2.46	74.24	0.00
04.01.2015 13:00	3.67	1.20	56.48		10.49	-3.60	99.73	0.00
04.01.2015 14:00	2.74	1.07	58.21		1.04	-3.64	57.93	0.00
04.01.2015 15:00	1.99	0.39	67.25		-6.78	-3.77	25.09	0.00
04.01.2015 16:00	1.97	-0.24	73.90		-9.63	-4.69	6.38	0.00
04.01.2015 17:00	2.28	-1.09	86.97		-7.90	-5.26	4.22	0.00
04.01.2015 18:00	1.96	-0.76	82.76		-9.31	-5.79	4.28	0.00
04.01.2015 19:00	2.29	-0.66	83.10		-7.30	-5.44	4.23	0.00
04.01.2015 20:00	2.08	-0.54	82.05		-7.69	-5.26	4.25	0.00
04.01.2015 21:00	1.87	-1.00	91.23		-6.72	-5.26	4.21	0.00
04.01.2015 22:00	2.98	-0.50	85.44		-14.42	-5.26	4.21	0.00
04.01.2015 23:00	4.13	-0.02	73.52		-5.72	-5.26	4.23	0.00
05.01.2015 00:00	3.74	-0.12	74.10		-4.89	-5.26	4.24	0.00
05.01.2015 01:00	3.82	-0.80	80.61		-4.67	-5.26	4.24	0.00
05.01.2015 02:00	1.44	-1.18	87.40		-10.98	-5.26	4.19	0.00
05.01.2015 03:00	1.16	-1.15	85.53		-16.24	-5.26	4.22	0.00
05.01.2015 04:00	1.73	-1.21	88.87		-15.59	-5.26	4.23	0.00
05.01.2015 05:00	1.40	-1.13	88.93		-11.85	-5.26	4.23	0.00
05.01.2015 06:00	1.37	-1.14	93.18		-7.17	-5.26	4.23	0.00
05.01.2015 07:00	2.07	-0.73	88.03		-13.76	-5.26	4.22	0.00
05.01.2015 08:00	2.89	-0.38	77.89		-19.11	-5.26	6.17	0.00
05.01.2015 09:00	2.64	-0.26	74.56		-23.31	-5.26	12.12	0.00
05.01.2015 10:00	2.06	-0.90	83.83		-21.90	-5.26	23.54	0.00
05.01.2015 11:00	0.90	-1.00	87.58		-46.33	-5.26	37.41	0.00
05.01.2015 12:00	1.62	0.02	71.27		-81.44	-5.61	33.48	0.00
05.01.2015 13:00	2.40	0.38	66.86		-114.35	-5.79	26.57	0.00
05.01.2015 14:00	2.44	-0.26	74.60		-36.79	-5.79	17.11	0.00
05.01.2015 15:00	1.19	-1.06	85.52		-15.31	-5.79	8.14	0.00
05.01.2015 16:00	1.25	-1.13	87.12		-13.35	-5.48	4.37	0.00
05.01.2015 17:00	1.67	-0.64	82.73		-17.90	-5.44	4.23	0.00
05.01.2015 18:00	2.02	0.82	62.00		-44.46	-5.70	4.24	0.00
05.01.2015 19:00	2.13	1.76	47.27		-139.08	-5.74	4.22	0.00
05.01.2015 20:00	2.23	2.12	42.68		-102.10	-5.79	4.26	0.00
05.01.2015 21:00	1.90	2.66	36.20		-47.46	-5.79	4.28	0.00
05.01.2015 22:00	1.36	1.49	49.57		-7.61	-5.79	4.24	0.00
05.01.2015 23:00	1.83	2.49	38.91		-9.80	-5.79	4.48	0.00
06.01.2015 00:00	2.48	0.89	58.25		-12.39	-5.79	4.27	0.00
06.01.2015 01:00	2.85	0.40	68.87		-12.95	-5.70	4.25	0.00
06.01.2015 02:00	2.71	0.75	63.85		-16.12	-5.31	4.25	0.00
06.01.2015 03:00	2.40	0.81	60.72		-15.29	-5.26	4.26	0.00
06.01.2015 04:00	2.17	0.95	58.64		-15.03	-5.26	4.26	0.00
06.01.2015 05:00	1.60	0.57	58.49		-17.03	-5.26	4.24	0.00
06.01.2015 06:00	0.92	-0.32	70.42		-13.59	-5.26	4.21	0.00
06.01.2015 07:00	1.10	-1.04	76.54		-13.47	-5.26	4.66	0.00
06.01.2015 08:00	1.00	-1.04	76.04		-13.22	-5.26	36.23	0.00
06.01.2015 09:00	0.72	-0.46	71.10		-5.98	-5.26	143.24	0.00
06.01.2015 10:00	0.32	-1.13	71.09		-16.81	-5.26	165.37	1.04
06.01.2015 11:00	0.27	-0.26	70.54		11.37	-5.39	188.00	1.82
06.01.2015 12:00	0.70	0.07	70.15		0.41	-5.26	207.72	1.69
06.01.2015 13:00	0.42	-0.03	66.79		-17.52	-5.26	234.83	1.04
06.01.2015 14:00	0.23	-0.44	71.59		-5.41	-5.26	101.27	0.65
06.01.2015 15:00	0.19	-0.50	74.84		-4.31	-5.26	50.46	0.39
06.01.2015 16:00	0.19	-2.02	80.27		-26.84	-5.26	14.93	0.00
06.01.2015 17:00	0.19	-3.04	85.63		-12.69	-5.26	4.17	0.00
06.01.2015 18:00	0.17	-2.82	87.12		-17.98	-5.44	4.20	0.00
06.01.2015 19:00	0.12	-4.83	94.00		-27.69	-5.26	4.16	0.00
06.01.2015 20:00	0.17	-5.47	97.13		-24.80	-5.53	4.15	0.00
06.01.2015 21:00	0.22	-6.03	97.25		-25.54	-5.79	4.14	0.00
06.01.2015 22:00	0.13	-6.58	96.70		-23.86	-5.79	4.13	0.00
06.01.2015 23:00	0.23	-7.03	96.27		-23.85	-6.19	4.22	0.00
07.01.2015 00:00	0.59	-6.30	96.62		-11.62	-6.32	4.12	0.00
07.01.2015 01:00	0.72	-5.54	96.45		-6.59	-6.45	4.15	0.00
07.01.2015 02:00	0.53	-5.13	96.53		-0.77	-6.84	4.18	0.00
07.01.2015 03:00	0.23	-5.05	96.53		-2.44	-6.84	4.16	0.00
07.01.2015 04:00	0.84	-4.61	96.38		-1.06	-6.67	4.18	0.00
07.01.2015 05:00	0.35	-4.23	96.63		-4.52	-6.32	4.17	0.00
07.01.2015 06:00	0.65	-4.44	97.32		-5.09	-6.32	4.16	0.00
07.01.2015 07:00	1.72	-4.70	97.30		-5.01	-6.18	4.17	0.00
07.01.2015 08:00	1.79	-4.68	96.72		-3.39	-5.79	13.63	0.00
07.01.2015 09:00	1.62	-4.66	94.35		-12.05	-5.39	56.39	0.00
07.01.2015 10:00	1.11	-3.24	85.15		8.22	-5.26	157.57	0.00
07.01.2015 11:00	0.56	-3.08	86.30		3.58	-5.26	116.24	0.00
07.01.2015 12:00	0.68	-1.88	80.72		9.27	-5.17	147.55	0.13
07.01.2015 13:00	0.52	-1.43	79.82		7.01	-4.74	132.42	0.26
07.01.2015 14:00	0.79	-1.48	81.47		3.81	-4.74	147.08	0.39
07.01.2015 15:00	0.77	-1.47	83.38		-4.80	-4.74	69.61	0.13
07.01.2015 16:00	0.53	-1.58	86.23		-6.87	-4.82	12.29	0.13
07.01.2015 17:00	0.93	-1.67	87.65		-8.83	-5.26	4.21	0.00
07.01.2015 18:00	1.16	-1.90	89.25		-9.94	-5.26	4.21	0.00
07.01.2015 19:00	1.44	-1.76	89.55		-10.36	-5.26	4.20	0.00
07.01.2015 20:00	0.40	-2.08	91.20		-11.62	-5.26	4.20	0.00
07.01.2015 21:00	0.76	-2.37	92.38		-18.34	-5.26	4.20	0.00
07.01.2015 22:00	1.00	-1.95	92.22		-14.14	-5.26	4.21	0.00
07.01.2015 23:00	1.09	-1.89	92.65		-20.12	-5.26	4.17	0.00
08.01.2015 00:00	1.06	-1.55	90.20		-15.18	-5.26	4.21	0.00
08.01.2015 01:00	1.42	-1.68	91.22		-18.20	-5.26	4.27	0.00
08.01.2015 02:00	1.21	-2.14	91.50		-33.97	-5.26	4.23	0.00
08.01.2015 03:00	0.92	-3.33	94.22		-32.34	-5.26	4.22	0.00
08.01.2015 04:00	0.99	-2.87	93.53		-13.96	-5.26	4.19	0.00
08.01.2015 05:00	1.32	-2.54	92.98		-13.12	-5.97	4.21	0.00
08.01.2015 06:00	0.78	-2.33	91.33		-12.31	-6.32	4.19	0.00
08.01.2015 07:00	1.03	-2.20	91.08		-11.04	-6.32	4.26	0.00
08.01.2015 08:00	0.80	-1.92	89.40		-3.71	-6.32	19.49	0.00
08.01.2015 09:00	0.92	-0.79	81.68		5.48	-5.66	89.98	0.00
08.01.2015 10:00	0.78	0.64	73.49		12.36	-5.26	160.28	0.13
08.01.2015 11:00	0.72	0.74	72.48		6.84	-4.78	131.72	0.39
08.01.2015 12:00	0.46	1.70	68.89		9.65	-4.74	135.92	0.65
08.01.2015 13:00	0.50	2.58	67.54		11.81	-4.74	134.13	1.04
08.01.2015 14:00	0.95	3.11	66.61		8.59	-4.74	118.77	1.17
08.01.2015 15:00	0.69	2.55	70.62		1.50	-4.73	45.30	0.00
08.01.2015 16:00	0.15	1.70	77.18		-13.15	-4.87	10.21	0.00
08.01.2015 17:00	0.36	0.75	83.95		-11.36	-5.26	4.25	0.00
08.01.2015 18:00	0.41	0.74	84.97		-8.65	-5.26	4.25	0.00
08.01.2015 19:00	0.51	-0.16	89.02		-20.66	-5.26	4.22	0.00
08.01.2015 20:00	0.17	-0.78	92.00		-10.80	-5.26	4.21	0.00
08.01.2015 21:00	0.29	-1.04	93.40		-20.26	-5.26	4.21	0.00
08.01.2015 22:00	0.61	-1.47	94.00		-18.79	-5.26	4.20	0.00
08.01.2015 23:00	1.32	-0.33	92.73		-5.85	-5.26	4.22	0.00
09.01.2015 00:00	2.09	0.89	88.00		-18.88	-5.26	4.26	0.00
09.01.2015 01:00	4.29	6.11	60.43		-23.70	-5.26	4.30	0.00
09.01.2015 02:00	5.66	7.86	52.21		-44.64	-5.22	4.34	0.00
09.01.2015 03:00	2.40	5.92	69.07		-57.35	-5.22	4.32	0.13
09.01.2015 04:00	2.80	4.89	76.97		-41.54	-4.78	4.31	0.26
09.01.2015 05:00	2.63	5.97	64.06		-50.97	-5.17	4.32	0.00
09.01.2015 06:00	2.83	5.19	68.86		-19.34	-5.44	4.31	0.00
09.01.2015 07:00	2.48	5.22	67.24		-26.68	-5.79	4.59	0.00
09.01.2015 08:00	1.34	4.45	69.86		-34.74	-5.79	24.67	0.00
09.01.2015 09:00	0.65	3.24	75.10		-22.00	-5.66	106.12	0.00
09.01.2015 10:00	1.13	4.39	69.96		24.43	-5.13	209.02	0.00
09.01.2015 11:00	1.72	4.60	68.47		18.15	-4.95	148.98	0.00
09.01.2015 12:00	2.19	7.66	48.61		26.50	-4.73	202.05	0.00
09.01.2015 13:00	2.66	9.62	37.45		27.99	-4.73	167.08	0.00
09.01.2015 14:00	2.19	9.97	37.73		16.86	-4.73	85.38	0.00
09.01.2015 15:00	1.74	9.77	38.63		7.73	-5.13	53.57	0.00
09.01.2015 16:00	1.67	7.75	49.99		9.04	-5.35	8.84	0.00
09.01.2015 17:00	1.14	6.88	60.79		-13.22	-5.79	4.30	0.00
09.01.2015 18:00	1.00	5.11	80.53		-10.66	-5.79	4.31	0.78
09.01.2015 19:00	2.54	4.26	92.18		-1.30	-6.09	4.30	3.51
09.01.2015 20:00	4.91	8.35	68.18		-56.67	-6.49	4.34	1.69
09.01.2015 21:00	4.12	8.68	64.12		-51.59	-6.84	4.33	4.94
09.01.2015 22:00	1.39	6.00	87.05		3.13	-6.88	4.32	4.81
09.01.2015 23:00	2.27	6.06	85.75		-7.54	-6.84	4.30	6.76
10.01.2015 00:00	1.60	4.97	89.92		1.22	-6.84	4.31	6.89
10.01.2015 01:00	1.09	4.02	95.30		8.40	-6.31	4.30	6.89
10.01.2015 02:00	1.43	4.32	96.57		7.36	-6.14	4.31	13.00
10.01.2015 03:00	1.43	4.77	97.43		12.67	-6.63	4.31	13.65
10.01.2015 04:00	2.17	7.03	97.27		7.26	-8.67	4.33	4.16
10.01.2015 05:00	2.92	11.96	74.28		-37.63	10.87	4.36	0.78
10.01.2015 06:00	5.01	13.88	54.13		-50.90	31.75	4.43	0.26
10.01.2015 07:00	1.75	11.02	73.06		-17.03	40.64	4.47	1.30
10.01.2015 08:00	1.19	9.38	85.08		-0.07	35.88	11.32	1.17
10.01.2015 09:00	2.18	11.30	70.34		10.79	28.74	52.44	0.13
10.01.2015 10:00	4.00	14.97	50.82		70.72	31.01	204.98	0.00
10.01.2015 11:00	2.88	15.93	44.63		85.45	57.54	241.95	0.00
10.01.2015 12:00	4.03	17.36	32.40		87.46	62.33	275.37	0.00
10.01.2015 13:00	4.44	17.34	30.50		29.45	56.02	186.95	0.00
10.01.2015 14:00	4.24	17.59	28.32		-3.20	41.64	105.42	0.00
10.01.2015 15:00	2.88	17.38	27.95		-24.90	31.18	61.33	0.00
10.01.2015 16:00	2.36	16.29	30.03		-44.42	21.63	15.46	0.00
10.01.2015 17:00	2.29	15.22	32.66		-50.71	8.88	4.44	0.00
10.01.2015 18:00	4.38	16.79	28.91		-56.68	1.19	4.47	0.00
10.01.2015 19:00	2.52	14.11	38.05		-51.99	9.30	4.43	0.00
10.01.2015 20:00	3.35	14.54	40.37		-48.42	5.55	4.45	0.00
10.01.2015 21:00	3.26	14.77	42.07		-34.65	6.63	4.44	0.00
10.01.2015 22:00	5.09	15.40	38.68		-16.88	13.38	4.45	0.00
10.01.2015 23:00	5.09	15.47	37.12		-20.12	22.66	4.43	0.00
11.01.2015 00:00	3.45	14.33	43.62		-17.12	24.10	4.43	0.00
11.01.2015 01:00	2.60	13.57	49.08		-28.96	20.31	4.42	0.00
11.01.2015 02:00	1.23	11.49	63.67		-52.01	17.97	4.39	0.00
11.01.2015 03:00	2.02	9.86	73.94		-49.61	15.68	4.37	0.00
11.01.2015 04:00	2.80	8.50	81.74		-36.95	13.10	4.34	0.00
11.01.2015 05:00	3.11	7.51	86.67		-29.22	12.75	4.34	0.39
11.01.2015 06:00	2.71	6.78	91.15		-20.39	11.53	4.35	1.04
11.01.2015 07:00	1.29	6.50	91.50		-12.60	9.95	4.32	0.13
11.01.2015 08:00	1.65	6.26	86.53		-20.80	7.14	7.87	2.08
11.01.2015 09:00	2.20	5.46	89.15		-19.05	6.31	17.83	0.91
11.01.2015 10:00	1.50	5.14	81.81		-15.30	5.74	41.12	0.13
11.01.2015 11:00	4.52	4.97	59.25		-50.37	5.83	61.30	0.00
11.01.2015 12:00	3.08	3.44	62.73		10.78	0.47	54.27	0.00
11.01.2015 13:00	3.19	1.99	61.71		-17.98	-5.27	38.41	0.00
11.01.2015 14:00	4.77	2.71	47.64		6.78	-14.38	40.79	0.00
11.01.2015 15:00	4.35	2.78	47.48		-1.20	-16.53	24.46	0.00
11.01.2015 16:00	4.32	2.57	51.54		-9.31	-18.37	7.44	0.00
11.01.2015 17:00	3.74	1.57	63.79		-10.19	-19.29	4.27	0.00
11.01.2015 18:00	3.42	1.39	61.46		-9.82	-19.11	4.22	0.00
11.01.2015 19:00	4.02	1.20	61.17		-9.77	-15.83	4.24	0.00
11.01.2015 20:00	3.12	0.93	64.36		-9.48	-14.03	4.22	0.00
11.01.2015 21:00	3.19	0.87	63.79		-7.07	-12.63	4.26	0.00
11.01.2015 22:00	2.46	0.47	69.68		-7.55	-11.57	4.20	0.00
11.01.2015 23:00	1.91	0.23	74.98		-10.68	-10.70	4.24	0.00
12.01.2015 00:00	2.20	0.32	76.38		-8.12	-10.48	4.28	0.00
12.01.2015 01:00	1.70	-0.36	88.83		-15.60	-10.00	4.22	0.00
12.01.2015 02:00	2.26	0.27	84.35		-30.76	-9.69	4.21	0.00
12.01.2015 03:00	2.07	1.07	74.79		-39.04	-9.47	4.19	0.00
12.01.2015 04:00	1.91	0.73	81.63		-22.53	-9.47	4.39	0.00
12.01.2015 05:00	1.97	0.38	88.57		-22.17	-9.47	4.28	0.00
12.01.2015 06:00	2.08	0.70	85.32		-27.31	-9.43	4.30	0.00
12.01.2015 07:00	1.33	1.05	81.02		-23.50	-9.47	4.28	0.00
12.01.2015 08:00	0.97	0.52	87.13		-14.89	-9.30	11.21	0.00
12.01.2015 09:00	2.04	2.01	70.74		-141.06	-8.95	41.62	0.00
12.01.2015 10:00	1.18	2.69	64.85		-1.19	-8.81	200.52	0.00
12.01.2015 11:00	0.46	2.92	63.58		4.77	-8.42	256.48	4.03
12.01.2015 12:00	0.81	2.90	62.15		-2.25	-7.89	300.17	3.38
12.01.2015 13:00	0.70	4.38	53.83		-2.88	-7.89	353.38	2.86
12.01.2015 14:00	0.89	3.67	62.03		-11.87	-7.89	138.73	0.00
12.01.2015 15:00	1.56	2.69	69.96		-44.99	-7.89	49.43	0.00
12.01.2015 16:00	2.80	2.64	71.09		-45.08	-8.20	20.56	0.00
12.01.2015 17:00	1.16	1.48	74.88		-40.83	-7.98	4.24	0.00
12.01.2015 18:00	2.44	1.34	77.76		-45.59	-8.11	4.24	0.00
12.01.2015 19:00	1.89	0.82	78.76		-44.49	-7.89	4.25	0.00
12.01.2015 20:00	1.71	0.14	79.02		-50.04	-7.89	4.23	0.00
12.01.2015 21:00	1.54	-0.84	83.42		-44.70	-7.45	4.21	0.00
12.01.2015 22:00	1.52	-1.62	84.75		-45.24	-7.37	4.19	0.00
12.01.2015 23:00	1.13	-2.19	85.82		-43.09	-7.37	4.17	0.00
13.01.2015 00:00	1.12	-3.47	90.28		-44.07	-7.37	4.14	0.00
13.01.2015 01:00	1.18	-3.69	92.22		-41.57	-8.34	4.16	0.00
13.01.2015 02:00	1.10	-4.86	95.67		-40.32	-9.26	4.14	0.00
13.01.2015 03:00	0.66	-5.13	95.73		-34.97	-9.83	4.03	0.00
13.01.2015 04:00	0.73	-4.89	97.22		-30.26	-10.53	4.13	0.00
13.01.2015 05:00	0.29	-5.89	97.58		-29.97	-11.14	4.17	0.00
13.01.2015 06:00	0.30	-6.47	96.52		-33.12	-11.58	4.15	0.00
13.01.2015 07:00	0.28	-7.33	96.03		-33.55	-11.58	4.25	0.00
13.01.2015 08:00	0.32	-7.39	95.70		-27.20	-12.33	19.77	0.00
13.01.2015 09:00	0.27	-7.56	94.92		-15.94	-12.64	102.04	0.00
13.01.2015 10:00	0.11	-6.24	93.93		-10.36	-12.64	242.87	0.00
13.01.2015 11:00	0.05	-4.04	88.14		3.15	-12.10	417.47	0.00
13.01.2015 12:00	0.31	-0.94	66.57		6.78	-10.79	413.12	0.00
13.01.2015 13:00	0.41	-0.50	68.73		-6.20	-9.69	296.95	0.00
13.01.2015 14:00	0.25	-1.09	73.85		-8.35	-8.28	126.58	0.00
13.01.2015 15:00	0.49	-2.10	82.16		-33.34	-7.98	43.84	0.00
13.01.2015 16:00	0.24	-3.04	84.60		-32.92	-8.95	17.95	0.00
13.01.2015 17:00	0.20	-4.30	87.72		-34.43	-10.22	4.09	0.00
13.01.2015 18:00	0.13	-5.11	92.35		-29.92	-10.70	4.10	0.00
13.01.2015 19:00	0.30	-4.96	93.52		-30.69	-11.45	4.10	0.00
13.01.2015 20:00	0.23	-5.89	94.72		-30.76	-11.58	4.09	0.00
13.01.2015 21:00	0.23	-5.75	94.75		-32.18	-11.49	4.15	0.00
13.01.2015 22:00	0.23	-6.80	96.65		-31.94	-11.19	4.09	0.00
13.01.2015 23:00	0.19	-6.84	97.77		-31.83	-10.79	4.06	0.00
14.01.2015 00:00	0.09	-7.88	98.38		-31.85	-10.53	3.99	0.00
14.01.2015 01:00	0.51	-7.53	96.70		-33.68	-10.53	4.06	0.00
14.01.2015 02:00	0.19	-8.23	95.28		-32.87	-10.53	4.03	0.00
14.01.2015 03:00	0.20	-8.48	95.12		-32.57	-10.40	4.04	0.00
14.01.2015 04:00	0.41	-9.36	94.33		-32.17	-10.01	4.02	0.00
14.01.2015 05:00	0.68	-8.57	94.82		-11.84	-9.79	4.02	0.00
14.01.2015 06:00	0.17	-8.15	95.03		-18.76	-9.48	4.06	0.00
14.01.2015 07:00	0.22	-8.18	95.02		-16.60	-9.48	4.11	0.00
14.01.2015 08:00	0.52	-7.10	95.45		-8.61	-9.48	18.83	0.00
14.01.2015 09:00	1.03	-6.21	95.77		0.30	-8.90	54.22	0.00
14.01.2015 10:00	0.74	-5.33	95.57		-3.89	-8.42	149.50	0.00
14.01.2015 11:00	0.98	-3.06	86.32		11.76	-8.38	323.67	0.13
14.01.2015 12:00	0.63	-1.14	72.47		22.47	-8.02	368.50	0.00
14.01.2015 13:00	0.62	0.17	65.90		20.80	-8.07	320.80	0.00
14.01.2015 14:00	0.32	0.28	70.47		3.49	-7.45	116.95	0.00
14.01.2015 15:00	0.92	0.35	74.20		-3.74	-7.89	38.03	0.00
14.01.2015 16:00	2.50	3.24	70.21		-51.96	-7.58	6.14	0.00
14.01.2015 17:00	1.83	2.39	83.99		-23.07	-7.32	4.25	0.39
14.01.2015 18:00	1.00	1.51	91.10		-18.55	-6.88	4.23	0.13
14.01.2015 19:00	0.45	0.87	95.17		-19.01	-6.84	4.23	0.00
14.01.2015 20:00	1.21	0.58	96.35		-35.55	-6.84	4.22	0.00
14.01.2015 21:00	1.49	0.52	96.20		-20.92	-6.84	4.23	0.00
14.01.2015 22:00	2.99	1.50	90.87		-33.58	-6.84	4.23	1.43
14.01.2015 23:00	2.23	2.79	76.13		-56.25	-6.84	4.25	0.00
15.01.2015 00:00	2.05	2.41	78.54		-40.66	-6.84	4.23	0.00
15.01.2015 01:00	1.06	1.45	86.55		-18.52	-6.80	4.22	0.00
