name,date,tavg,tmax,tmin,rhmax,rhmin,solar,windrun,et_asce,et_pk,et_asce0
hyk02,2020-09-22,17.7,30.0,5.7,0.982,0.175,206.5,161.8,6.5,5.3,4.5
hyk02,2020-09-23,19.8,31.7,8.7,0.916,0.166,201.0,116.5,5.6,4.7,4.1
hyk02,2020-09-24,19.6,33.7,9.7,0.754,0.092,199.9,144.3,7.1,5.4,4.8
hyk02,2020-09-25,18.1,30.3,8.3,0.87,0.176,196.4,149.4,6.1,5.1,4.3
hyk02,2020-09-26,17.7,26.3,10.8,0.839,0.256,57.4,143.9,4.0,3.1,2.7
hyk02,2020-09-27,11.1,16.5,3.2,0.841,0.206,96.8,301.5,5.0,4.2,3.3
hyk02,2020-09-28,9.1,18.1,2.0,0.77,0.176,214.9,345.7,6.5,6.4,4.3
hyk02,2020-09-29,14.2,27.6,1.6,0.601,0.134,203.0,257.8,8.5,6.5,5.5
hyk02,2020-09-30,13.4,22.6,3.8,0.724,0.21,207.2,299.3,7.0,5.7,4.6
hyk02,2020-10-01,8.4,18.7,0.0,0.781,0.179,179.4,158.9,4.4,3.9,3.1
hyk02,2020-10-02,11.4,25.2,-2.1,0.883,0.147,196.1,146.8,5.5,4.4,3.7
hyk02,2020-10-03,11.1,20.0,2.9,0.828,0.227,200.3,276.4,5.8,4.9,3.9
hyk02,2020-10-04,14.7,28.4,1.4,0.863,0.127,199.5,144.7,6.0,4.3,4.0
hyk02,2020-10-05,17.2,30.2,3.7,0.797,0.107,185.4,298.7,9.8,7.1,6.2
hyk02,2020-10-06,15.9,30.8,3.3,0.833,0.088,190.9,120.2,5.8,4.3,3.9
hyk02,2020-10-07,17.0,29.5,5.5,0.83,0.116,178.6,195.9,7.1,5.4,4.7
hyk02,2020-10-08,13.6,29.4,1.3,0.923,0.184,182.1,93.8,4.5,3.9,3.2
hyk02,2020-10-09,17.5,31.5,5.0,0.774,0.052,179.7,204.0,8.3,5.9,5.2
hyk02,2020-10-10,14.6,26.9,1.8,0.792,0.149,176.5,245.9,7.5,5.6,4.8
hyk02,2020-10-11,11.5,30.1,0.6,0.96,0.098,100.2,292.4,9.4,6.4,5.8
hyk02,2020-10-12,11.5,25.3,-2.6,0.798,0.111,189.9,271.5,7.9,6.5,5.0
hyk02,2020-10-13,13.4,21.1,0.0,0.745,0.214,186.9,310.4,6.5,5.6,4.2
hyk02,2020-10-14,11.6,17.0,6.4,0.63,0.279,136.8,385.2,5.9,4.8,3.8
hyk02,2020-10-15,4.5,11.4,-0.9,0.84,0.31,122.8,228.3,3.2,2.9,2.1
hyk02,2020-10-16,7.4,18.2,-3.9,0.894,0.183,175.5,236.9,5.0,4.0,3.3
hyk02,2020-10-17,9.8,21.5,-0.6,0.926,0.221,90.0,305.5,6.0,4.1,3.8
hyk02,2020-10-18,-0.3,1.6,-2.3,0.967,0.699,32.7,270.2,0.9,1.2,0.6
hyk02,2020-10-19,4.7,13.4,-4.0,0.945,0.468,159.7,251.5,2.9,2.6,2.0
hyk02,2020-10-20,7.3,17.7,-1.8,0.937,0.312,142.4,267.2,4.4,3.1,2.8
hyk02,2020-10-21,7.4,15.1,-0.5,1.0,0.528,141.6,346.0,3.1,2.3,2.1
hyk02,2020-10-22,1.2,7.0,-3.2,1.0,0.794,47.1,461.5,1.1,1.4,0.8
hyk02,2020-10-23,-4.0,-0.6,-8.0,0.94,0.551,55.7,266.1,1.2,1.4,0.8
hyk02,2020-10-24,-3.9,-1.0,-8.1,0.952,0.737,43.4,364.9,0.8,0.9,0.6
hyk02,2020-10-25,-7.5,-2.9,-12.3,0.978,0.856,38.8,344.4,0.4,0.7,0.3
hyk02,2020-10-26,-12.5,-8.2,-16.5,0.914,0.71,99.5,152.9,0.6,0.8,0.4
hyk02,2020-10-27,-8.0,2.5,-17.7,0.886,0.552,167.4,183.9,1.4,1.2,1.0
hyk02,2020-10-28,1.0,11.8,-6.7,0.966,0.442,132.5,279.9,2.8,1.5,1.9
hyk02,2020-10-29,7.2,19.4,-2.7,0.963,0.253,151.4,211.9,4.3,1.9,2.8
hyk02,2020-10-30,9.1,22.0,-0.7,0.922,0.224,150.8,177.6,4.4,2.2,2.8
hyk02,2020-10-31,7.5,15.9,-1.6,0.96,0.263,145.3,331.5,4.5,3.5,2.9
hyk02,2020-11-01,3.9,18.4,-8.9,0.955,0.26,147.8,148.6,3.5,2.7,2.2
hyk02,2020-11-02,10.5,26.4,-0.1,0.792,0.095,147.6,125.6,4.6,2.6,2.9
hyk02,2020-11-03,13.6,29.2,2.4,0.654,0.068,146.6,128.6,5.2,2.7,3.2
hyk02,2020-11-04,14.8,26.8,5.3,0.648,0.103,139.9,218.2,6.6,3.8,4.0
hyk02,2020-11-05,11.9,25.5,1.7,0.724,0.126,138.9,194.9,5.8,3.9,3.5
hyk02,2020-11-06,12.9,27.2,-1.0,0.748,0.122,124.2,244.4,7.4,4.8,4.5
hyk02,2020-11-07,16.2,26.2,6.2,0.623,0.145,112.7,433.4,9.6,6.2,5.8
hyk02,2020-11-08,12.5,20.1,1.0,0.853,0.112,133.0,460.0,7.6,4.6,4.6
hyk02,2020-11-09,-1.0,8.5,-4.4,0.967,0.566,42.1,421.5,2.1,3.0,1.4
hyk02,2020-11-10,-2.4,4.8,-6.4,0.978,0.499,120.4,148.3,1.3,1.7,0.9
hyk02,2020-11-11,1.0,11.0,-5.2,0.899,0.227,132.4,256.2,3.3,2.3,2.1
hyk02,2020-11-12,-3.6,4.4,-9.2,0.956,0.389,111.0,198.6,1.7,1.4,1.1
hyk02,2020-11-13,1.2,16.8,-8.5,0.828,0.118,132.2,250.1,5.0,2.8,3.0
hyk02,2020-11-14,3.1,11.8,-3.8,0.756,0.159,45.3,440.8,5.1,3.1,3.1
hyk02,2020-11-15,3.7,13.4,-4.4,0.593,0.135,94.9,312.1,4.9,3.0,3.0
hyk02,2020-11-16,6.9,16.0,-4.8,0.873,0.286,118.8,171.1,3.0,1.8,1.9
hyk02,2020-11-17,5.2,21.4,-6.4,0.924,0.188,114.9,95.4,2.8,1.6,1.8
hyk02,2020-11-18,9.4,24.3,-2.8,0.785,0.134,70.7,98.6,3.4,1.6,2.1
hyk02,2020-11-19,9.6,19.6,-1.6,0.844,0.211,115.6,255.5,4.8,2.9,2.9
hyk02,2020-11-20,4.0,13.8,-2.7,0.836,0.166,107.1,92.3,2.0,1.6,1.3
hyk02,2020-11-21,1.2,10.6,-6.8,0.958,0.43,75.4,175.4,2.0,1.8,1.3
hyk02,2020-11-22,-1.0,9.9,-8.3,0.757,0.172,120.3,195.4,2.9,2.1,1.8
hyk02,2020-11-23,5.3,14.0,-3.9,0.985,0.548,70.8,319.7,2.5,1.5,1.6
hyk02,2020-11-24,0.1,3.9,-6.1,0.991,0.544,27.1,330.6,1.5,0.8,0.9
hyk02,2020-11-25,0.3,14.4,-8.8,0.897,0.198,117.5,202.4,3.4,2.0,2.1
hyk02,2020-11-26,0.4,8.2,-6.8,0.923,0.496,113.0,168.2,1.5,1.2,1.0
hyk02,2020-11-27,-0.8,9.7,-8.2,0.874,0.296,113.9,167.0,2.2,1.4,1.3
hyk02,2020-11-28,1.5,14.2,-6.0,0.894,0.201,114.6,208.5,3.4,1.9,2.0
hyk02,2020-11-29,-3.6,4.4,-12.4,0.731,0.186,112.4,312.6,2.8,2.0,1.7
hyk02,2020-11-30,-1.4,14.1,-11.0,0.845,0.096,114.1,147.6,3.1,1.7,1.8
hyk02,2020-12-01,1.2,9.3,-10.8,0.796,0.263,76.9,460.6,4.0,2.9,2.4
hyk02,2020-12-02,-3.6,-1.9,-10.3,0.942,0.628,24.0,459.4,1.0,0.6,0.7
hyk02,2020-12-03,-3.0,7.9,-11.4,0.916,0.144,109.5,260.4,3.0,1.9,1.8
hyk02,2020-12-04,3.4,15.9,-6.5,0.67,0.169,108.7,271.3,4.7,2.3,2.8
hyk02,2020-12-05,2.4,13.5,-5.3,0.702,0.224,107.4,225.7,3.5,1.7,2.1
hyk02,2020-12-06,1.5,13.7,-7.2,0.792,0.197,105.9,177.6,3.0,1.7,1.8
hyk02,2020-12-07,4.1,17.2,-3.4,0.547,0.108,110.3,295.8,5.6,3.1,3.3
hyk02,2020-12-08,6.2,18.9,-2.3,0.432,0.069,98.4,244.5,5.6,2.8,3.3
hyk02,2020-12-09,6.8,20.1,-3.3,0.621,0.125,104.4,148.3,3.8,2.0,2.2
hyk02,2020-12-10,0.7,4.3,-2.8,0.97,0.237,47.6,422.5,2.7,1.9,1.7
hyk02,2020-12-11,-2.1,0.7,-6.7,0.985,0.629,53.7,297.6,1.0,1.0,0.7
hyk02,2020-12-12,-5.1,1.1,-13.1,0.947,0.552,61.6,103.8,0.8,0.8,0.5
hyk02,2020-12-13,-6.0,1.7,-14.6,0.956,0.448,108.2,235.5,1.4,1.0,0.8
hyk02,2020-12-14,-6.9,-0.4,-15.1,0.974,0.663,35.4,275.0,0.9,0.5,0.6
hyk02,2020-12-15,-7.9,-4.8,-16.8,0.973,0.859,42.7,144.3,0.3,0.2,0.2
hyk02,2020-12-16,-3.5,5.6,-15.2,0.917,0.528,95.3,269.2,1.6,0.7,1.0
hyk02,2020-12-17,-1.7,7.4,-9.1,0.927,0.384,94.1,196.4,1.8,0.6,1.1
hyk02,2020-12-18,-0.5,6.5,-7.1,0.962,0.607,53.1,319.5,1.5,0.6,1.0
hyk02,2020-12-19,0.0,8.4,-9.4,0.966,0.327,97.3,289.0,2.6,1.3,1.6
hyk02,2020-12-20,3.3,10.0,-5.5,0.845,0.28,86.9,326.5,3.3,1.5,2.0
hyk02,2020-12-21,4.2,14.1,-4.3,0.962,0.365,99.2,163.6,2.2,0.9,1.4
hyk02,2020-12-22,4.0,16.6,-5.7,0.99,0.304,102.1,262.8,3.7,1.9,2.2
hyk02,2020-12-23,-4.8,1.5,-11.4,0.864,0.312,67.5,789.6,2.8,3.1,1.7
hyk02,2020-12-24,0.7,8.6,-9.5,0.669,0.263,44.8,464.6,4.0,2.8,2.4
hyk02,2020-12-25,2.5,15.3,-6.6,0.733,0.152,106.7,185.5,3.5,1.6,2.1
hyk02,2020-12-26,3.7,17.4,-8.3,0.828,0.158,86.2,186.5,3.9,1.7,2.3
hyk02,2020-12-27,2.2,8.9,-6.2,0.967,0.318,98.6,324.5,2.8,1.6,1.7
hyk02,2020-12-28,-4.0,0.0,-10.1,0.994,0.878,26.2,248.3,0.4,0.6,0.3
hyk02,2020-12-29,-4.7,-1.1,-10.8,0.983,0.737,55.6,441.7,0.8,0.6,0.5
hyk02,2020-12-30,-8.4,2.2,-14.6,0.939,0.489,111.5,197.9,1.2,1.0,0.8
hyk02,2020-12-31,-6.3,3.4,-15.3,0.929,0.459,109.0,99.9,0.9,0.6,0.6
