station,time,strahl,rel,t,tmax,tmin,vv
16412,2004-03-09,872.0,58.0,1.5,3.8,-0.9,2.1
16412,2004-03-10,1549.0,72.0,0.5,5.0,-4.1,1.5
16412,2004-03-11,985.0,77.0,-0.2,3.1,-3.5,1.0
16412,2004-03-12,954.0,73.0,3.3,6.3,0.2,1.5
16412,2004-03-13,1298.0,75.0,3.9,8.7,-1.0,1.5
16412,2004-03-14,799.0,72.0,6.8,11.4,2.2,1.0
16412,2004-03-15,1723.0,68.0,7.9,16.2,-0.5,1.5
16412,2004-03-16,1700.0,65.0,9.1,17.6,0.6,2.1
16412,2004-03-17,1767.0,58.0,12.4,21.9,2.9,2.6
16412,2004-03-18,1869.0,56.0,12.8,22.7,2.9,2.6
16412,2004-03-19,1654.0,54.0,13.8,22.8,4.8,2.1
16412,2004-03-20,876.0,62.0,12.4,18.5,6.2,1.5
16412,2004-03-21,1694.0,59.0,14.9,21.1,8.7,2.1
16412,2004-03-22,397.0,87.0,10.6,15.5,5.7,2.1
16412,2004-03-23,367.0,91.0,4.8,6.6,3.0,1.0
16412,2004-03-24,238.0,89.0,4.4,5.3,3.4,4.5
16412,2004-03-25,591.0,62.0,5.4,7.3,3.5,3.2
16412,2004-03-26,696.0,88.0,3.5,5.1,1.9,2.1
16412,2004-03-27,925.0,63.0,3.1,5.9,0.2,2.1
16412,2004-03-28,1561.0,67.0,5.5,9.6,1.3,2.1
16412,2004-03-29,1814.0,60.0,7.4,11.4,3.3,2.1
16412,2004-03-30,1056.0,63.0,6.7,10.0,3.3,2.1
16412,2004-03-31,1996.0,64.0,7.6,13.8,1.4,1.5
16412,2004-04-01,1380.0,68.0,9.2,15.9,2.4,2.6
16412,2004-04-02,721.0,69.0,11.0,12.8,9.2,1.0
16412,2004-04-03,1830.0,65.0,13.0,19.8,6.2,1.5
16412,2004-04-04,1534.0,77.0,14.6,19.8,9.4,2.1
16412,2004-04-05,471.0,87.0,10.3,12.5,8.1,1.0
16412,2004-04-06,471.0,88.0,6.1,8.2,3.9,1.5
16412,2004-04-07,788.0,81.0,6.5,8.9,4.0,2.1
16412,2004-04-08,1922.0,62.0,6.2,13.2,-0.8,0.6
16412,2004-04-09,911.0,73.0,7.1,11.5,2.6,2.1
16412,2004-04-10,406.0,82.0,6.4,8.0,4.7,1.0
16412,2004-04-11,1678.0,75.0,7.5,14.3,0.6,1.5
16412,2004-04-12,1302.0,55.0,7.2,12.8,1.5,2.1
16412,2004-04-13,599.0,69.0,8.6,11.6,5.5,3.2
16412,2004-04-14,464.0,55.0,9.8,12.1,7.5,2.1
16412,2004-04-15,966.0,73.0,7.4,12.1,2.7,2.1
16412,2004-04-16,1946.0,65.0,10.7,17.5,3.8,2.1
16412,2004-04-17,1201.0,74.0,11.7,14.9,8.5,2.1
16412,2004-04-18,1556.0,77.0,13.7,17.6,9.8,1.5
16412,2004-04-19,1485.0,82.0,12.0,16.9,7.0,1.0
16412,2004-04-20,470.0,83.0,10.1,12.6,7.6,3.2
16412,2004-04-21,2343.0,56.0,14.2,19.8,8.5,2.1
16412,2004-04-22,2482.0,55.0,14.9,22.8,7.0,2.1
16412,2004-04-23,1977.0,58.0,17.5,23.5,11.4,2.1
16412,2004-04-24,835.0,62.0,14.6,17.7,11.5,2.6
16412,2004-04-25,1342.0,56.0,9.5,14.7,4.2,3.2
16412,2004-04-26,1896.0,58.0,11.4,18.0,4.7,2.1
16412,2004-04-27,1819.0,65.0,11.2,17.3,5.1,1.5
16412,2004-04-28,2415.0,59.0,13.9,21.6,6.1,1.5
16412,2004-04-29,2309.0,56.0,16.6,24.8,8.4,2.1
16412,2004-04-30,1749.0,65.0,14.5,20.9,8.1,3.2
16412,2004-05-01,1446.0,70.0,14.8,19.3,10.2,1.5
16412,2004-05-02,1418.0,75.0,15.2,20.1,10.2,2.1
16412,2004-05-03,2157.0,61.0,14.5,22.0,6.9,2.1
16412,2004-05-04,893.0,85.0,13.4,17.6,9.2,1.5
16412,2004-05-05,1465.0,70.0,12.5,18.2,6.7,2.6
16412,2004-05-06,1133.0,70.0,13.4,15.6,11.1,2.6
16412,2004-05-07,1096.0,87.0,9.6,14.3,4.9,1.5
16412,2004-05-08,816.0,86.0,8.2,10.0,6.4,2.6
16412,2004-05-09,1978.0,66.0,10.3,16.6,4.0,2.1
16412,2004-05-10,1942.0,54.0,13.1,18.2,8.0,2.1
16412,2004-05-11,2233.0,56.0,14.2,20.1,8.3,2.1
16412,2004-05-12,2375.0,60.0,14.8,22.2,7.3,2.1
16412,2004-05-13,988.0,75.0,13.5,16.4,10.6,2.1
16412,2004-05-14,2496.0,52.0,13.7,19.0,8.3,1.5
16412,2004-05-15,2185.0,52.0,13.0,19.3,6.6,1.0
16412,2004-05-16,2030.0,65.0,13.7,16.7,10.6,3.8
16412,2004-05-17,602.0,71.0,11.7,14.7,8.6,2.1
16412,2004-05-18,2666.0,59.0,15.3,22.3,8.2,1.5
16412,2004-05-19,2033.0,55.0,17.6,24.9,10.2,1.5
16412,2004-05-20,2798.0,54.0,18.6,26.9,10.2,2.1
16412,2004-05-21,2211.0,70.0,19.1,25.9,12.2,2.1
16412,2004-05-22,404.0,91.0,13.1,16.3,9.8,1.0
16412,2004-05-23,2151.0,55.0,11.3,14.5,8.1,3.2
16412,2004-05-24,2709.0,49.0,9.9,16.4,3.3,1.5
16412,2004-05-25,2209.0,53.0,12.8,19.2,6.4,2.1
16412,2004-05-26,2491.0,59.0,14.5,22.4,6.6,1.5
16412,2004-05-27,1829.0,75.0,16.7,21.8,11.6,2.6
16412,2004-05-28,405.0,90.0,11.1,12.4,9.8,1.0
16412,2004-05-29,1423.0,54.0,13.8,18.6,8.9,1.0
16412,2004-05-30,2803.0,50.0,15.1,21.8,8.3,2.6
16412,2004-05-31,2774.0,57.0,16.5,23.9,9.1,2.1
16412,2004-06-01,1146.0,83.0,15.6,18.8,12.4,2.1
16412,2004-06-02,1860.0,64.0,16.5,20.0,12.9,2.6
16412,2004-06-03,1370.0,63.0,14.1,19.3,8.8,2.6
16412,2004-06-04,582.0,89.0,14.2,16.5,11.8,1.0
16412,2004-06-05,729.0,86.0,14.0,15.1,12.8,1.0
16412,2004-06-06,1363.0,54.0,16.4,20.7,12.1,3.2
16412,2004-06-07,2688.0,51.0,16.3,23.8,8.8,2.1
16412,2004-06-08,2933.0,51.0,20.1,27.6,12.5,2.6
16412,2004-06-09,2860.0,52.0,23.0,30.8,15.1,2.6
16412,2004-06-10,2336.0,70.0,23.5,29.7,17.3,2.1
16412,2004-06-11,1781.0,77.0,23.3,27.5,19.0,1.5
16412,2004-06-12,1301.0,79.0,18.4,22.5,14.3,1.5
16412,2004-06-13,1024.0,73.0,14.5,17.7,11.2,1.5
16412,2004-06-14,2170.0,50.0,18.7,22.5,14.9,1.5
16412,2004-06-15,2743.0,58.0,18.8,25.1,12.5,2.1
16412,2004-06-16,1263.0,70.0,18.5,22.2,14.7,1.5
16412,2004-06-17,2828.0,58.0,16.7,22.2,11.1,2.1
16412,2004-06-18,2054.0,83.0,17.5,23.4,11.6,1.5
16412,2004-06-19,1617.0,83.0,18.1,22.0,14.2,1.5
16412,2004-06-20,384.0,94.0,16.1,19.5,12.7,1.0
16412,2004-06-21,2842.0,72.0,15.7,22.0,9.4,2.1
16412,2004-06-22,2458.0,77.0,18.4,24.6,12.1,2.1
16412,2004-06-23,2668.0,68.0,18.0,25.2,10.7,1.5
16412,2004-06-24,1963.0,68.0,20.1,24.5,15.6,1.5
16412,2004-06-25,761.0,88.0,16.9,21.1,12.7,1.5
16412,2004-06-26,2997.0,60.0,16.9,23.8,10.0,2.6
16412,2004-06-27,2312.0,65.0,19.9,26.4,13.4,1.5
16412,2004-06-28,1732.0,72.0,23.6,28.6,18.6,1.0
16412,2004-06-29,1694.0,74.0,17.8,21.0,14.5,2.1
16412,2004-06-30,2628.0,63.0,19.0,25.3,12.6,2.1
16412,2004-07-01,2382.0,75.0,21.2,27.6,14.8,2.6
16412,2004-07-02,216.0,96.0,15.3,17.3,13.3,1.5
16412,2004-07-03,2947.0,62.0,17.0,23.3,10.6,2.1
16412,2004-07-04,1757.0,68.0,19.1,23.2,15.0,2.1
16412,2004-07-05,2478.0,72.0,22.0,29.9,14.1,2.6
16412,2004-07-06,1708.0,77.0,20.7,26.0,15.3,2.1
16412,2004-07-07,2144.0,70.0,18.6,22.8,14.3,2.1
16412,2004-07-08,1933.0,66.0,22.2,28.9,15.5,2.1
16412,2004-07-09,2118.0,68.0,21.9,26.7,17.0,2.1
16412,2004-07-10,838.0,75.0,16.2,20.7,11.6,2.1
16412,2004-07-11,1085.0,83.0,13.8,16.3,11.2,2.1
16412,2004-07-12,2400.0,72.0,14.1,20.4,7.8,1.5
16412,2004-07-13,1862.0,62.0,15.7,21.2,10.2,2.6
16412,2004-07-14,1331.0,60.0,17.1,20.7,13.4,1.5
16412,2004-07-15,1813.0,69.0,17.8,23.2,12.4,2.6
16412,2004-07-16,2173.0,66.0,20.9,26.9,14.8,2.6
16412,2004-07-17,2434.0,69.0,21.7,27.5,15.8,2.1
16412,2004-07-18,2706.0,58.0,23.7,30.2,17.1,2.1
16412,2004-07-19,1740.0,70.0,23.1,29.2,16.9,2.1
16412,2004-07-20,2507.0,70.0,23.6,30.2,17.0,2.1
16412,2004-07-21,2566.0,62.0,24.1,29.9,18.3,1.5
16412,2004-07-22,2178.0,72.0,25.6,31.6,19.6,1.5
16412,2004-07-23,1896.0,73.0,23.3,29.1,17.4,1.5
16412,2004-07-24,1184.0,91.0,22.5,27.2,17.7,1.5
16412,2004-07-25,1410.0,68.0,21.3,24.8,17.8,1.5
16412,2004-07-26,1523.0,71.0,20.3,25.0,15.5,2.6
16412,2004-07-27,1704.0,55.0,18.0,21.8,14.1,3.2
16412,2004-07-28,1336.0,67.0,15.9,21.4,10.3,1.5
16412,2004-07-29,645.0,62.0,17.5,19.8,15.1,1.5
16412,2004-07-30,1878.0,64.0,19.3,26.1,12.4,1.0
16412,2004-07-31,2527.0,58.0,22.0,29.1,14.9,2.6
16412,2004-08-01,1664.0,73.0,22.9,28.9,16.8,2.1
16412,2004-08-02,1902.0,70.0,21.7,26.9,16.5,2.1
16412,2004-08-03,2172.0,67.0,21.7,27.9,15.5,2.6
16412,2004-08-04,2166.0,64.0,22.2,27.7,16.7,2.1
16412,2004-08-05,1947.0,67.0,21.9,27.7,16.1,2.1
16412,2004-08-06,1602.0,75.0,21.2,26.1,16.2,1.5
16412,2004-08-07,1283.0,80.0,20.8,23.6,17.9,1.5
16412,2004-08-08,1791.0,78.0,21.2,25.6,16.7,1.5
16412,2004-08-09,1645.0,79.0,21.1,26.5,15.7,1.5
16412,2004-08-10,2369.0,68.0,19.9,26.8,13.0,1.5
16412,2004-08-11,2154.0,72.0,21.2,27.2,15.2,1.5
16412,2004-08-12,2034.0,74.0,24.1,29.3,18.9,1.5
16412,2004-08-13,693.0,66.0,22.5,25.4,19.6,1.0
16412,2004-08-14,1873.0,64.0,18.7,23.7,13.7,2.1
16412,2004-08-15,1479.0,67.0,19.9,24.5,15.3,2.1
16412,2004-08-16,2269.0,69.0,19.6,26.2,13.0,1.5
16412,2004-08-17,2092.0,68.0,21.2,27.9,14.4,1.5
16412,2004-08-18,2352.0,56.0,23.8,32.2,15.4,2.6
16412,2004-08-19,2266.0,57.0,24.9,33.6,16.1,2.1
16412,2004-08-20,1622.0,78.0,23.9,30.3,17.4,3.2
16412,2004-08-21,978.0,83.0,18.0,22.7,13.3,3.2
16412,2004-08-22,2230.0,62.0,17.4,22.8,11.9,2.1
16412,2004-08-23,2192.0,71.0,17.4,23.5,11.3,1.0
16412,2004-08-24,1670.0,69.0,19.0,25.2,12.8,1.5
16412,2004-08-25,596.0,77.0,19.8,22.3,17.3,2.1
16412,2004-08-26,410.0,93.0,16.0,18.6,13.3,2.1
16412,2004-08-27,2226.0,64.0,16.8,23.0,10.5,1.5
16412,2004-08-28,2263.0,66.0,18.5,25.5,11.4,2.1
16412,2004-08-29,1950.0,74.0,19.1,25.6,12.5,2.1
16412,2004-08-30,1716.0,78.0,19.2,24.9,13.5,1.0
16412,2004-08-31,222.0,97.0,16.7,20.3,13.1,1.5
16412,2004-09-01,1444.0,75.0,15.7,19.3,12.1,1.5
16412,2004-09-02,1677.0,76.0,14.8,20.7,8.9,2.1
16412,2004-09-03,1557.0,79.0,19.2,23.1,15.3,1.0
16412,2004-09-04,1399.0,83.0,19.4,25.3,13.5,1.5
16412,2004-09-05,1492.0,77.0,18.6,24.1,13.0,1.5
16412,2004-09-06,1927.0,71.0,19.0,24.1,13.9,1.0
16412,2004-09-07,1807.0,72.0,17.9,24.5,11.3,1.5
16412,2004-09-08,1951.0,58.0,18.5,25.7,11.3,2.6
16412,2004-09-09,2056.0,65.0,15.1,20.5,9.6,2.1
16412,2004-09-10,2009.0,68.0,12.7,19.3,6.0,1.0
16412,2004-09-11,1802.0,78.0,13.3,20.4,6.1,1.0
16412,2004-09-12,1636.0,84.0,17.1,24.6,9.5,2.1
16412,2004-09-13,1612.0,82.0,16.7,21.8,11.6,1.5
16412,2004-09-14,1892.0,71.0,18.4,25.9,10.9,1.5
16412,2004-09-15,434.0,95.0,17.2,19.7,14.7,2.1
16412,2004-09-16,446.0,83.0,14.4,16.5,12.3,1.5
16412,2004-09-17,1615.0,70.0,14.4,18.2,10.5,1.5
16412,2004-09-18,1879.0,75.0,13.2,19.7,6.6,1.5
16412,2004-09-19,1744.0,80.0,14.0,20.8,7.2,1.0
16412,2004-09-20,1689.0,79.0,16.4,23.0,9.8,1.5
16412,2004-09-21,942.0,85.0,16.9,23.1,10.6,1.5
16412,2004-09-22,1279.0,60.0,15.3,19.7,10.9,2.1
16412,2004-09-23,1424.0,81.0,15.3,21.5,9.0,1.5
16412,2004-09-24,234.0,90.0,12.3,15.2,9.4,1.5
16412,2004-09-25,921.0,68.0,12.3,15.8,8.8,1.5
16412,2004-09-26,1475.0,62.0,12.6,16.9,8.3,3.8
16412,2004-09-27,1137.0,66.0,13.1,17.6,8.5,2.1
16412,2004-09-28,962.0,79.0,14.3,18.8,9.7,1.5
16412,2004-09-29,1523.0,81.0,15.8,20.8,10.7,1.5
16412,2004-09-30,1034.0,87.0,15.4,18.8,12.0,2.1
16412,2004-10-01,668.0,87.0,14.4,16.1,12.6,1.0
16412,2004-10-02,1090.0,86.0,14.4,19.1,9.7,1.0
16412,2004-10-03,1388.0,78.0,15.8,20.3,11.3,2.1
16412,2004-10-04,1336.0,82.0,15.7,20.6,10.8,1.5
16412,2004-10-05,1386.0,81.0,16.0,23.1,8.9,1.5
16412,2004-10-06,892.0,82.0,17.7,20.6,14.8,1.5
16412,2004-10-07,1006.0,79.0,16.6,22.0,11.1,1.0
16412,2004-10-08,1227.0,85.0,16.7,21.7,11.7,1.5
16412,2004-10-09,671.0,91.0,15.0,18.9,11.1,2.1
16412,2004-10-10,161.0,92.0,9.5,11.1,7.9,1.0
16412,2004-10-11,674.0,78.0,8.2,10.3,6.0,1.5
16412,2004-10-12,535.0,76.0,5.6,8.1,3.1,1.5
16412,2004-10-13,300.0,93.0,4.9,5.8,3.9,2.1
16412,2004-10-14,210.0,92.0,5.0,6.2,3.7,1.5
16412,2004-10-15,244.0,95.0,6.6,8.0,5.1,1.0
16412,2004-10-16,222.0,93.0,8.0,10.3,5.6,1.5
16412,2004-10-17,929.0,83.0,8.5,12.8,4.1,1.0
16412,2004-10-18,1170.0,79.0,8.7,15.6,1.8,1.5
16412,2004-10-19,656.0,83.0,8.4,12.3,4.5,1.5
16412,2004-10-20,975.0,84.0,11.0,16.0,6.0,1.0
16412,2004-10-21,822.0,82.0,14.7,21.8,7.6,1.0
16412,2004-10-22,115.0,96.0,15.0,15.7,14.2,0.6
16412,2004-10-23,1033.0,86.0,15.1,19.3,10.8,1.0
16412,2004-10-24,1127.0,83.0,14.5,20.4,8.6,1.5
16412,2004-10-25,1111.0,82.0,12.7,19.6,5.8,2.1
16412,2004-10-26,1024.0,82.0,13.3,19.7,6.8,1.0
16412,2004-10-27,895.0,84.0,14.5,20.4,8.5,1.0
16412,2004-10-28,732.0,75.0,15.7,20.6,10.8,1.5
16412,2004-10-29,476.0,84.0,12.5,17.1,7.9,1.0
16412,2004-10-30,725.0,81.0,16.0,19.9,12.1,2.1
16412,2004-10-31,70.0,97.0,13.0,14.9,11.0,1.0
16412,2004-11-01,179.0,94.0,11.0,12.6,9.4,1.0
16412,2004-11-02,270.0,94.0,12.4,14.0,10.8,1.0
16412,2004-11-03,192.0,90.0,12.1,13.2,11.0,1.5
16412,2004-11-04,111.0,86.0,11.9,12.3,11.4,1.0
16412,2004-11-05,192.0,81.0,11.2,11.9,10.4,1.0
16412,2004-11-06,426.0,77.0,9.5,11.3,7.6,1.5
16412,2004-11-07,520.0,79.0,5.9,9.1,2.6,1.0
16412,2004-11-08,565.0,60.0,4.1,8.7,-0.6,2.1
16412,2004-11-09,161.0,91.0,3.4,5.9,0.9,2.6
16412,2004-11-10,115.0,91.0,2.8,4.6,0.9,2.6
16412,2004-11-11,326.0,91.0,5.9,9.1,2.6,1.5
16412,2004-11-12,110.0,92.0,7.1,8.5,5.6,2.1
16412,2004-11-13,138.0,71.0,7.0,8.3,5.6,2.6
16412,2004-11-14,404.0,50.0,5.5,6.8,4.1,3.8
16412,2004-11-15,274.0,38.0,5.4,6.8,4.0,2.6
16412,2004-11-16,541.0,69.0,3.1,8.4,-2.3,1.0
16412,2004-11-17,779.0,71.0,6.7,12.9,0.5,0.6
16412,2004-11-18,267.0,85.0,5.6,8.7,2.4,1.0
16412,2004-11-19,371.0,67.0,5.9,11.0,0.8,3.8
16412,2004-11-20,803.0,63.0,1.4,5.0,-2.3,2.6
16412,2004-11-21,655.0,60.0,2.2,6.1,-1.7,1.5
16412,2004-11-22,329.0,72.0,0.5,4.3,-3.4,1.0
16412,2004-11-23,489.0,77.0,5.1,11.2,-1.1,1.5
16412,2004-11-24,720.0,44.0,4.6,8.3,0.9,2.6
16412,2004-11-25,739.0,62.0,-0.3,4.4,-5.0,0.6
16412,2004-11-26,689.0,71.0,2.5,9.7,-4.7,1.0
16412,2004-11-27,244.0,89.0,1.4,5.3,-2.5,1.0
16412,2004-11-28,578.0,85.0,2.8,7.0,-1.5,1.0
16412,2004-11-29,328.0,75.0,4.7,8.6,0.7,1.5
16412,2004-11-30,80.0,94.0,3.8,5.0,2.6,1.0
16412,2004-12-01,96.0,93.0,3.7,4.4,2.9,1.0
16412,2004-12-02,476.0,84.0,6.3,10.4,2.1,1.0
16412,2004-12-03,336.0,88.0,4.5,8.0,1.0,1.0
16412,2004-12-04,556.0,86.0,3.5,8.0,-1.1,1.0
16412,2004-12-05,319.0,87.0,4.9,6.0,3.8,1.0
16412,2004-12-06,338.0,88.0,4.8,6.5,3.1,1.5
16412,2004-12-07,568.0,81.0,3.3,6.3,0.2,1.5
16412,2004-12-08,110.0,87.0,2.1,3.0,1.1,1.0
16412,2004-12-09,134.0,86.0,0.7,1.8,-0.4,1.0
16412,2004-12-10,195.0,84.0,-1.0,-0.2,-1.8,1.0
16412,2004-12-11,466.0,87.0,-1.6,0.6,-3.7,1.0
16412,2004-12-12,118.0,96.0,-3.4,-2.2,-4.5,1.0
16412,2004-12-13,72.0,95.0,-3.0,-2.6,-3.4,1.0
16412,2004-12-14,66.0,96.0,-3.4,-2.8,-3.9,1.0
16412,2004-12-15,86.0,96.0,-3.9,-3.4,-4.4,1.0
16412,2004-12-16,72.0,96.0,-4.4,-3.8,-4.9,1.5
16412,2004-12-17,184.0,94.0,-2.3,0.0,-4.5,1.0
16412,2004-12-18,264.0,64.0,2.7,6.6,-1.2,3.2
16412,2004-12-19,387.0,66.0,-0.9,3.7,-5.4,1.0
16412,2004-12-20,598.0,50.0,1.3,5.0,-2.5,1.5
16412,2004-12-21,576.0,68.0,-2.4,2.9,-7.6,1.0
16412,2004-12-22,576.0,73.0,-2.7,3.0,-8.3,1.0
16412,2004-12-23,320.0,78.0,-2.1,1.9,-6.0,1.0
16412,2004-12-24,520.0,76.0,2.7,8.5,-3.2,1.0
16412,2004-12-25,558.0,69.0,4.4,11.6,-2.8,2.1
16412,2004-12-26,51.0,98.0,4.5,7.7,1.3,1.5
16412,2004-12-27,117.0,96.0,4.5,5.2,3.8,1.0
16412,2004-12-28,57.0,97.0,2.7,4.1,1.3,1.0
16412,2004-12-29,462.0,66.0,3.5,6.2,0.7,2.6
16412,2004-12-30,592.0,72.0,1.3,5.6,-3.1,1.0
16412,2004-12-31,566.0,80.0,0.9,5.1,-3.3,1.0
16412,2005-01-01,528.0,75.0,3.0,7.8,-1.8,1.0
16412,2005-01-02,431.0,71.0,3.7,8.7,-1.3,1.0
16412,2005-01-03,463.0,60.0,2.9,7.3,-1.5,3.2
16412,2005-01-04,325.0,63.0,4.5,9.8,-0.9,1.0
16412,2005-01-05,553.0,60.0,6.0,13.0,-1.0,1.5
16412,2005-01-06,514.0,69.0,5.5,11.2,-0.3,2.6
16412,2005-01-07,518.0,77.0,3.8,9.0,-1.4,1.0
16412,2005-01-08,636.0,75.0,5.1,11.5,-1.4,1.0
16412,2005-01-09,391.0,79.0,4.1,9.1,-0.9,1.0
16412,2005-01-10,616.0,78.0,4.5,10.7,-1.7,1.0
16412,2005-01-11,608.0,78.0,5.0,11.7,-1.7,1.0
16412,2005-01-12,651.0,79.0,3.2,9.1,-2.7,1.0
16412,2005-01-13,265.0,82.0,3.0,7.9,-1.9,1.5
16412,2005-01-14,555.0,70.0,2.5,6.3,-1.4,2.1
16412,2005-01-15,744.0,67.0,0.6,6.2,-5.0,1.5
16412,2005-01-16,689.0,76.0,-1.1,3.5,-5.7,1.0
16412,2005-01-17,678.0,82.0,-2.3,2.5,-7.1,1.0
16412,2005-01-18,551.0,90.0,-4.7,-1.4,-7.9,1.0
16412,2005-01-19,504.0,86.0,-0.7,1.6,-3.0,1.0
16412,2005-01-20,278.0,80.0,-2.3,2.1,-6.7,1.0
16412,2005-01-21,562.0,84.0,3.6,8.0,-0.9,2.6
16412,2005-01-22,550.0,77.0,2.1,5.8,-1.7,2.6
16412,2005-01-23,642.0,66.0,1.4,6.9,-4.1,1.5
16412,2005-01-24,325.0,77.0,-1.1,1.3,-3.5,1.0
16412,2005-01-25,541.0,54.0,-0.1,1.5,-1.6,3.2
16412,2005-01-26,159.0,58.0,-2.4,-1.2,-3.5,5.2
16412,2005-01-27,423.0,52.0,-2.9,-1.3,-4.5,3.8
16412,2005-01-28,544.0,70.0,-5.4,-2.1,-8.6,1.5
16412,2005-01-29,651.0,65.0,-4.3,-0.5,-8.0,1.5
16412,2005-01-30,896.0,50.0,-4.6,0.9,-10.0,3.8
16412,2005-01-31,663.0,61.0,-1.0,6.7,-8.7,1.0
16412,2005-02-01,728.0,70.0,2.3,6.2,-1.7,2.6
16412,2005-02-02,529.0,82.0,0.3,4.7,-4.1,1.0
16412,2005-02-03,235.0,98.0,0.1,0.8,-0.6,0.0
16412,2005-02-04,639.0,90.0,-1.1,0.9,-3.0,0.0
16412,2005-02-05,1021.0,79.0,-6.2,-0.5,-11.9,1.0
16412,2005-02-06,1025.0,79.0,-6.7,-0.8,-12.6,1.0
16412,2005-02-07,985.0,80.0,-8.5,-2.8,-14.2,1.0
16412,2005-02-08,1037.0,76.0,-8.8,-2.4,-15.2,1.0
16412,2005-02-09,1020.0,77.0,-8.0,-1.3,-14.7,1.0
16412,2005-02-10,991.0,77.0,-4.1,4.1,-12.2,1.0
16412,2005-02-11,549.0,82.0,3.1,7.3,-1.2,1.0
16412,2005-02-12,466.0,86.0,3.8,6.5,1.0,1.0
16412,2005-02-13,941.0,67.0,5.0,9.5,0.5,1.0
16412,2005-02-14,990.0,56.0,2.1,6.4,-2.3,3.8
16412,2005-02-15,729.0,61.0,0.1,4.2,-4.0,3.2
16412,2005-02-16,782.0,54.0,2.6,4.7,0.4,2.6
16412,2005-02-17,782.0,55.0,2.7,4.8,0.5,4.5
16412,2005-02-18,1145.0,60.0,3.2,5.8,0.5,2.6
16412,2005-02-19,443.0,79.0,-1.7,0.5,-3.9,1.0
16412,2005-02-20,763.0,79.0,-1.7,2.3,-5.7,1.0
16412,2005-02-21,373.0,92.0,-1.0,0.5,-2.4,1.0
16412,2005-02-22,995.0,85.0,-0.2,2.4,-2.7,1.5
16412,2005-02-23,958.0,81.0,0.9,4.4,-2.7,3.8
16412,2005-02-24,1271.0,72.0,3.1,6.5,-0.3,2.1
16412,2005-02-25,381.0,93.0,-0.3,0.9,-1.4,1.0
16412,2005-02-26,474.0,87.0,-0.3,1.1,-1.6,1.0
16412,2005-02-27,814.0,55.0,-1.4,1.5,-4.3,2.6
16412,2005-02-28,1103.0,55.0,-6.6,-2.8,-10.4,2.6
16412,2005-03-01,1511.0,55.0,-8.6,-1.9,-15.3,1.0
16412,2005-03-02,1480.0,63.0,-8.4,-2.4,-14.4,2.1
16412,2005-03-03,1367.0,65.0,-7.1,-0.3,-13.8,1.0
16412,2005-03-04,542.0,88.0,-2.7,-0.2,-5.2,1.5
16412,2005-03-05,921.0,78.0,-1.2,1.2,-3.5,1.0
16412,2005-03-06,1355.0,58.0,-3.2,2.1,-8.5,2.6
16412,2005-03-07,1418.0,57.0,-4.0,2.6,-10.6,3.2
16412,2005-03-08,1177.0,56.0,1.8,6.0,-2.4,1.5
16412,2005-03-09,993.0,75.0,2.9,7.1,-1.4,2.1
16412,2005-03-10,1429.0,73.0,-2.1,1.0,-5.2,2.6
16412,2005-03-11,1345.0,68.0,-3.9,2.0,-9.8,1.0
16412,2005-03-12,1537.0,68.0,2.8,11.0,-5.5,1.5
16412,2005-03-13,1454.0,52.0,4.6,9.9,-0.7,1.0
16412,2005-03-14,1375.0,66.0,3.4,10.2,-3.4,1.0
16412,2005-03-15,1599.0,64.0,6.1,13.0,-0.9,1.5
16412,2005-03-16,1672.0,63.0,9.6,19.2,-0.1,1.5
16412,2005-03-17,1645.0,58.0,11.2,21.6,0.8,2.1
16412,2005-03-18,1454.0,56.0,14.0,22.0,5.9,2.6
16412,2005-03-19,847.0,80.0,11.5,18.0,4.9,2.1
16412,2005-03-20,633.0,79.0,1.7,4.9,-1.6,1.5
16412,2005-03-21,1069.0,69.0,5.0,9.0,1.0,1.0
16412,2005-03-22,866.0,68.0,6.2,9.9,2.5,1.5
16412,2005-03-23,1259.0,71.0,6.8,13.1,0.5,1.0
16412,2005-03-24,1723.0,70.0,10.0,18.0,1.9,1.5
16412,2005-03-25,760.0,87.0,9.3,14.0,4.6,1.5
16412,2005-03-26,1713.0,73.0,11.0,17.3,4.7,1.0
16412,2005-03-27,1705.0,71.0,11.9,18.0,5.7,2.1
16412,2005-03-28,1648.0,56.0,13.3,17.2,9.3,2.6
16412,2005-03-29,1191.0,72.0,13.1,16.7,9.4,1.5
16412,2005-03-30,477.0,81.0,10.9,12.7,9.1,2.1
16412,2005-03-31,1197.0,64.0,8.9,12.5,5.2,1.5
16412,2005-04-01,1992.0,51.0,6.6,12.3,0.8,1.5
16412,2005-04-02,2088.0,54.0,6.4,13.6,-0.9,2.1
16412,2005-04-03,2111.0,53.0,7.7,16.0,-0.6,2.1
16412,2005-04-04,2098.0,51.0,9.3,17.6,1.0,2.6
16412,2005-04-05,1936.0,54.0,10.6,19.4,1.8,2.1
16412,2005-04-06,1912.0,53.0,12.0,19.6,4.3,2.1
16412,2005-04-07,1586.0,57.0,11.0,18.7,3.3,2.1
16412,2005-04-08,1406.0,58.0,14.4,18.6,10.1,2.6
16412,2005-04-09,210.0,90.0,10.8,14.3,7.2,2.6
16412,2005-04-10,892.0,55.0,8.5,10.2,6.7,3.2
16412,2005-04-11,640.0,76.0,6.9,10.3,3.5,1.5
