station,time,strahl,rel,t,tmax,tmin,vv
16412,2000-01-01,300.0,80.0,-2.7,0.5,-5.8,1.0
16412,2000-01-02,250.0,86.0,0.2,2.5,-2.1,1.0
16412,2000-01-03,598.0,86.0,0.6,3.6,-2.4,1.0
16412,2000-01-04,619.0,83.0,-0.5,4.5,-5.5,1.0
16412,2000-01-05,463.0,84.0,-0.1,5.4,-5.5,1.0
16412,2000-01-06,592.0,86.0,-0.3,4.8,-5.3,1.0
16412,2000-01-07,515.0,87.0,-2.0,2.7,-6.6,1.0
16412,2000-01-08,391.0,96.0,-4.4,-1.8,-6.9,1.0
16412,2000-01-09,132.0,99.0,-5.6,-4.7,-6.4,1.0
16412,2000-01-10,231.0,87.0,-2.2,0.6,-4.9,1.0
16412,2000-01-11,183.0,89.0,0.4,1.3,-0.6,1.0
16412,2000-01-12,464.0,87.0,0.1,2.2,-2.1,1.5
16412,2000-01-13,284.0,93.0,-3.6,-1.0,-6.1,1.5
16412,2000-01-14,619.0,74.0,-3.9,0.2,-8.0,1.5
16412,2000-01-15,178.0,94.0,-6.0,-3.6,-8.3,1.0
16412,2000-01-16,666.0,80.0,-1.6,1.8,-5.0,1.5
16412,2000-01-17,573.0,78.0,-1.2,4.7,-7.1,1.0
16412,2000-01-18,350.0,79.0,4.8,8.6,0.9,5.2
16412,2000-01-19,718.0,65.0,1.1,4.2,-2.0,1.5
16412,2000-01-20,482.0,65.0,1.2,4.9,-2.6,1.0
16412,2000-01-21,741.0,65.0,2.4,7.6,-2.8,3.8
16412,2000-01-22,251.0,88.0,-1.7,1.7,-5.0,1.0
16412,2000-01-23,482.0,87.0,-3.7,0.5,-7.8,1.5
16412,2000-01-24,841.0,52.0,-4.7,-2.2,-7.1,4.5
16412,2000-01-25,814.0,67.0,-6.2,-1.6,-10.7,2.1
16412,2000-01-26,823.0,66.0,-5.8,1.7,-13.2,1.0
16412,2000-01-27,820.0,66.0,-1.5,6.4,-9.3,1.5
16412,2000-01-28,843.0,69.0,-0.7,6.0,-7.4,1.5
16412,2000-01-29,453.0,75.0,-1.8,2.9,-6.4,1.0
16412,2000-01-30,314.0,93.0,3.1,6.9,-0.8,2.6
16412,2000-01-31,766.0,69.0,7.9,15.7,0.0,1.0
16412,2000-02-01,885.0,74.0,8.2,15.0,1.3,1.5
16412,2000-02-02,737.0,72.0,6.4,13.4,-0.6,1.5
16412,2000-02-03,596.0,59.0,6.9,11.4,2.3,3.2
16412,2000-02-04,939.0,74.0,3.9,8.9,-1.1,1.5
16412,2000-02-05,690.0,75.0,7.1,15.2,-1.0,2.1
16412,2000-02-06,882.0,74.0,9.6,16.5,2.6,1.5
16412,2000-02-07,803.0,68.0,8.5,16.5,0.4,2.1
16412,2000-02-08,693.0,76.0,7.2,12.1,2.3,1.0
16412,2000-02-09,387.0,67.0,7.0,10.6,3.4,3.2
16412,2000-02-10,949.0,68.0,4.8,10.8,-1.2,1.5
16412,2000-02-11,769.0,74.0,3.1,9.5,-3.3,1.0
16412,2000-02-12,672.0,76.0,5.9,8.9,2.8,1.0
16412,2000-02-13,915.0,76.0,3.7,10.1,-2.7,2.1
16412,2000-02-14,1066.0,44.0,5.8,10.5,1.1,2.1
16412,2000-02-15,607.0,67.0,3.4,7.9,-1.2,1.0
16412,2000-02-16,528.0,74.0,4.5,9.1,-0.1,1.5
16412,2000-02-17,1049.0,51.0,4.7,8.1,1.2,2.1
16412,2000-02-18,1038.0,61.0,2.1,7.8,-3.6,1.5
16412,2000-02-19,1011.0,65.0,5.2,12.4,-2.0,1.5
16412,2000-02-20,1104.0,67.0,4.7,10.3,-1.0,3.2
16412,2000-02-21,961.0,60.0,1.8,5.0,-1.5,2.1
16412,2000-02-22,1210.0,64.0,0.4,5.3,-4.6,1.0
16412,2000-02-23,1024.0,70.0,1.7,7.6,-4.2,2.6
16412,2000-02-24,817.0,76.0,3.2,7.3,-0.9,1.5
16412,2000-02-25,698.0,71.0,5.9,11.1,0.6,1.0
16412,2000-02-26,1257.0,74.0,5.6,11.5,-0.3,1.5
16412,2000-02-27,1046.0,74.0,5.0,10.2,-0.2,1.0
16412,2000-02-28,1260.0,72.0,5.9,12.9,-1.1,1.5
16412,2000-02-29,1147.0,64.0,6.1,13.7,-1.6,2.1
16412,2000-03-01,569.0,72.0,9.5,11.8,7.1,2.1
16412,2000-03-02,1250.0,44.0,6.7,8.7,4.6,4.5
16412,2000-03-03,802.0,62.0,3.0,7.8,-1.9,1.0
16412,2000-03-04,703.0,55.0,6.7,11.4,1.9,3.2
16412,2000-03-05,1363.0,62.0,1.9,5.5,-1.7,3.2
16412,2000-03-06,1550.0,56.0,4.2,10.8,-2.4,2.1
16412,2000-03-07,1558.0,59.0,7.7,17.9,-2.6,1.5
16412,2000-03-08,808.0,66.0,8.1,14.8,1.4,1.5
16412,2000-03-09,1125.0,59.0,13.5,22.1,4.9,3.2
16412,2000-03-10,1285.0,62.0,12.4,15.8,9.0,3.2
16412,2000-03-11,1342.0,71.0,7.7,13.4,2.0,1.5
16412,2000-03-12,1533.0,56.0,10.8,14.5,7.0,3.2
16412,2000-03-13,1303.0,66.0,8.9,13.6,4.2,1.5
16412,2000-03-14,834.0,74.0,6.6,11.6,1.6,1.0
16412,2000-03-15,831.0,56.0,6.5,9.2,3.7,3.8
16412,2000-03-16,895.0,89.0,2.6,7.0,-1.9,1.5
16412,2000-03-17,435.0,97.0,2.6,4.8,0.3,1.5
16412,2000-03-18,1611.0,63.0,2.6,7.5,-2.4,2.6
16412,2000-03-19,1199.0,70.0,2.0,6.9,-3.0,2.1
16412,2000-03-20,1786.0,58.0,5.0,10.3,-0.4,2.1
16412,2000-03-21,939.0,63.0,7.6,13.4,1.8,1.5
16412,2000-03-22,1873.0,61.0,8.7,17.9,-0.5,1.0
16412,2000-03-23,1823.0,57.0,10.6,20.2,1.0,1.0
16412,2000-03-24,932.0,60.0,12.7,17.3,8.1,1.5
16412,2000-03-25,900.0,86.0,11.7,14.8,8.6,1.5
16412,2000-03-26,1529.0,68.0,11.4,18.0,4.7,1.5
16412,2000-03-27,867.0,84.0,9.6,13.2,5.9,1.5
16412,2000-03-28,1644.0,63.0,10.0,15.5,4.4,1.5
16412,2000-03-29,131.0,96.0,8.5,10.5,6.4,1.0
16412,2000-03-30,945.0,68.0,7.3,11.6,3.0,2.1
16412,2000-03-31,1318.0,63.0,8.7,15.4,2.0,2.1
16412,2000-04-01,827.0,89.0,7.4,12.1,2.6,2.1
16412,2000-04-02,1858.0,65.0,9.7,16.1,3.2,2.1
16412,2000-04-03,962.0,65.0,10.5,16.9,4.1,2.1
16412,2000-04-04,1407.0,61.0,12.9,19.1,6.7,2.6
16412,2000-04-05,721.0,59.0,11.5,15.8,7.2,3.2
16412,2000-04-06,1806.0,55.0,10.1,14.8,5.4,3.8
16412,2000-04-07,2298.0,47.0,7.2,11.9,2.4,3.8
16412,2000-04-08,1593.0,58.0,8.9,12.7,5.0,3.2
16412,2000-04-09,1436.0,62.0,7.0,12.7,1.2,2.1
16412,2000-04-10,1321.0,62.0,8.7,14.3,3.1,2.1
16412,2000-04-11,1285.0,66.0,11.3,15.8,6.8,2.1
16412,2000-04-12,1277.0,68.0,13.0,18.0,8.0,2.6
16412,2000-04-13,1553.0,65.0,12.4,19.0,5.7,2.1
16412,2000-04-14,1639.0,58.0,13.6,20.1,7.0,3.2
16412,2000-04-15,1528.0,63.0,14.4,21.8,7.0,2.1
16412,2000-04-16,2006.0,62.0,12.8,19.4,6.1,2.1
16412,2000-04-17,1908.0,54.0,15.7,24.8,6.5,1.5
16412,2000-04-18,1677.0,60.0,16.8,22.9,10.6,2.6
16412,2000-04-19,2122.0,62.0,18.2,25.4,10.9,2.6
16412,2000-04-20,1983.0,57.0,19.5,25.5,13.5,2.6
16412,2000-04-21,2197.0,58.0,18.5,26.5,10.4,1.0
16412,2000-04-22,2315.0,52.0,19.2,28.3,10.1,2.6
16412,2000-04-23,2222.0,57.0,19.3,27.9,10.6,2.6
16412,2000-04-24,2081.0,67.0,19.3,26.1,12.4,3.8
16412,2000-04-25,2077.0,72.0,17.4,22.6,12.1,3.8
16412,2000-04-26,1784.0,69.0,18.3,23.6,12.9,1.5
16412,2000-04-27,1668.0,68.0,17.2,22.7,11.7,1.5
16412,2000-04-28,1555.0,63.0,18.0,22.6,13.3,2.1
16412,2000-04-29,1036.0,76.0,16.9,20.9,12.9,1.0
16412,2000-04-30,1479.0,72.0,17.7,23.4,11.9,1.0
16412,2000-05-01,1409.0,85.0,18.2,22.6,13.7,2.1
16412,2000-05-02,1794.0,70.0,18.7,24.2,13.2,2.1
16412,2000-05-03,2616.0,50.0,15.2,21.7,8.6,2.1
16412,2000-05-04,1980.0,76.0,15.0,22.3,7.6,2.1
16412,2000-05-05,1047.0,75.0,15.7,18.8,12.5,1.0
16412,2000-05-06,2286.0,61.0,15.6,23.3,7.8,2.6
16412,2000-05-07,2161.0,60.0,18.1,26.0,10.1,2.1
16412,2000-05-08,1671.0,68.0,17.3,22.3,12.3,2.6
16412,2000-05-09,1811.0,65.0,19.1,24.8,13.3,1.5
16412,2000-05-10,2614.0,59.0,20.6,29.4,11.7,2.6
16412,2000-05-11,2179.0,73.0,22.5,29.4,15.6,2.6
16412,2000-05-12,535.0,88.0,17.3,19.4,15.1,1.5
16412,2000-05-13,904.0,79.0,14.4,18.4,10.3,1.5
16412,2000-05-14,2810.0,54.0,15.6,24.2,6.9,2.6
16412,2000-05-15,2800.0,51.0,18.4,26.6,10.2,2.1
16412,2000-05-16,2299.0,57.0,18.9,27.1,10.6,2.1
16412,2000-05-17,2479.0,64.0,20.4,29.1,11.6,1.5
16412,2000-05-18,2180.0,57.0,20.4,27.4,13.4,2.6
16412,2000-05-19,937.0,83.0,16.0,21.6,10.3,1.0
16412,2000-05-20,653.0,88.0,10.3,13.3,7.3,1.5
16412,2000-05-21,2938.0,62.0,11.6,20.2,3.0,2.1
16412,2000-05-22,1555.0,72.0,13.0,17.4,8.6,2.1
16412,2000-05-23,2854.0,54.0,13.8,21.9,5.7,1.5
16412,2000-05-24,2736.0,61.0,16.2,24.5,7.9,2.6
16412,2000-05-25,2722.0,58.0,18.6,26.2,10.9,2.1
16412,2000-05-26,2066.0,62.0,19.9,26.1,13.6,1.5
16412,2000-05-27,2576.0,54.0,20.8,28.8,12.7,2.1
16412,2000-05-28,1981.0,62.0,19.0,25.2,12.7,2.1
16412,2000-05-29,398.0,93.0,16.8,22.4,11.2,1.5
16412,2000-05-30,2558.0,57.0,14.5,20.1,8.8,2.6
16412,2000-05-31,1706.0,79.0,16.1,21.2,11.0,1.5
16412,2000-06-01,2805.0,58.0,15.0,21.8,8.1,2.1
16412,2000-06-02,2671.0,58.0,17.0,24.6,9.4,2.1
16412,2000-06-03,2524.0,62.0,19.8,27.2,12.4,1.5
16412,2000-06-04,2521.0,64.0,21.7,29.6,13.7,2.1
16412,2000-06-05,2585.0,64.0,22.8,29.5,16.0,2.1
16412,2000-06-06,2113.0,69.0,22.9,29.5,16.3,3.8
16412,2000-06-07,1261.0,62.0,16.9,19.5,14.2,2.6
16412,2000-06-08,2745.0,61.0,16.5,23.3,9.6,2.1
16412,2000-06-09,2865.0,61.0,19.5,27.2,11.8,2.1
16412,2000-06-10,2533.0,63.0,21.7,28.5,14.9,2.1
16412,2000-06-11,2577.0,62.0,23.0,29.7,16.2,3.2
16412,2000-06-12,2345.0,59.0,25.2,32.0,18.4,2.6
16412,2000-06-13,2425.0,65.0,24.0,31.1,16.8,2.1
16412,2000-06-14,2487.0,65.0,25.4,30.9,19.9,3.2
16412,2000-06-15,1915.0,75.0,22.1,27.4,16.7,2.6
16412,2000-06-16,2627.0,52.0,18.6,23.1,14.1,2.6
16412,2000-06-17,2708.0,43.0,17.4,22.0,12.7,2.6
16412,2000-06-18,3060.0,50.0,16.4,25.1,7.6,2.1
16412,2000-06-19,2981.0,51.0,19.7,28.4,11.0,2.1
16412,2000-06-20,2927.0,52.0,22.1,30.6,13.6,2.1
16412,2000-06-21,2695.0,57.0,24.8,33.5,16.1,2.1
16412,2000-06-22,2868.0,49.0,25.7,34.3,17.0,2.6
16412,2000-06-23,2313.0,68.0,23.4,31.6,15.1,3.2
16412,2000-06-24,1487.0,68.0,19.2,23.2,15.2,2.1
16412,2000-06-25,1230.0,77.0,15.7,20.4,10.9,2.6
16412,2000-06-26,2207.0,60.0,14.5,21.7,7.3,1.5
16412,2000-06-27,2799.0,56.0,17.0,24.1,9.8,2.1
16412,2000-06-28,2038.0,61.0,18.1,22.1,14.1,2.1
16412,2000-06-29,1592.0,60.0,18.7,23.3,14.1,2.1
16412,2000-06-30,2165.0,66.0,18.3,23.7,12.9,2.1
16412,2000-07-01,2244.0,72.0,21.1,28.7,13.5,1.5
16412,2000-07-02,2398.0,60.0,23.8,31.2,16.4,1.5
16412,2000-07-03,2542.0,59.0,24.8,32.1,17.4,2.1
16412,2000-07-04,2510.0,56.0,25.4,32.4,18.4,2.6
16412,2000-07-05,884.0,63.0,24.4,29.0,19.7,2.1
16412,2000-07-06,2387.0,62.0,22.2,28.4,16.0,2.1
16412,2000-07-07,2443.0,55.0,23.1,30.3,15.9,3.2
16412,2000-07-08,1426.0,82.0,19.9,23.9,15.8,1.0
16412,2000-07-09,2068.0,61.0,16.2,21.7,10.7,2.6
16412,2000-07-10,2677.0,55.0,19.6,27.7,11.5,2.6
16412,2000-07-11,870.0,86.0,18.7,22.8,14.5,2.1
16412,2000-07-12,2269.0,65.0,16.2,21.0,11.3,3.2
16412,2000-07-13,1838.0,54.0,15.2,20.3,10.1,2.1
16412,2000-07-14,1695.0,73.0,15.5,22.7,8.3,1.5
16412,2000-07-15,1170.0,82.0,15.2,18.9,11.5,1.5
16412,2000-07-16,2499.0,49.0,15.6,21.1,10.1,3.2
16412,2000-07-17,2871.0,50.0,15.7,23.9,7.4,2.1
16412,2000-07-18,1936.0,65.0,16.1,21.2,11.0,2.1
16412,2000-07-19,1168.0,83.0,16.9,21.6,12.2,1.5
16412,2000-07-20,1823.0,65.0,16.4,22.8,10.0,0.6
16412,2000-07-21,1803.0,54.0,17.7,24.3,11.0,1.5
16412,2000-07-22,1838.0,73.0,18.7,24.4,13.0,1.5
16412,2000-07-23,2133.0,77.0,20.1,26.9,13.3,1.5
16412,2000-07-24,1697.0,68.0,21.8,27.1,16.4,2.1
16412,2000-07-25,1412.0,64.0,21.2,27.1,15.3,2.1
16412,2000-07-26,1813.0,69.0,22.5,28.8,16.1,2.6
16412,2000-07-27,2350.0,57.0,21.2,28.3,14.1,1.5
16412,2000-07-28,391.0,91.0,20.0,24.4,15.6,0.6
16412,2000-07-29,1773.0,64.0,17.3,23.4,11.2,1.5
16412,2000-07-30,1736.0,56.0,18.4,24.2,12.5,2.6
16412,2000-07-31,1693.0,55.0,19.4,25.0,13.8,2.1
16412,2000-08-01,2568.0,54.0,21.2,27.9,14.4,2.1
16412,2000-08-02,2506.0,65.0,22.5,30.8,14.1,2.1
16412,2000-08-03,1512.0,68.0,23.2,27.1,19.3,1.5
16412,2000-08-04,1099.0,72.0,20.4,24.2,16.5,2.1
16412,2000-08-05,419.0,93.0,18.5,20.8,16.1,0.6
16412,2000-08-06,1953.0,79.0,20.6,25.4,15.7,1.5
16412,2000-08-07,2017.0,53.0,20.2,24.2,16.1,3.8
16412,2000-08-08,1914.0,61.0,20.3,25.2,15.3,1.5
16412,2000-08-09,1597.0,73.0,20.0,25.5,14.5,1.0
16412,2000-08-10,2443.0,62.0,20.3,27.5,13.1,2.6
16412,2000-08-11,2279.0,61.0,22.3,29.8,14.7,2.1
16412,2000-08-12,1951.0,69.0,23.2,31.0,15.3,2.1
16412,2000-08-13,1638.0,70.0,21.4,27.6,15.2,1.0
16412,2000-08-14,1898.0,67.0,23.3,29.7,16.8,1.5
16412,2000-08-15,2051.0,65.0,23.6,30.3,16.8,2.6
16412,2000-08-16,2189.0,58.0,23.5,31.7,15.2,1.5
16412,2000-08-17,2141.0,65.0,25.3,32.6,17.9,2.6
16412,2000-08-18,2300.0,58.0,25.6,32.7,18.5,2.1
16412,2000-08-19,2297.0,58.0,26.6,35.2,18.0,2.6
16412,2000-08-20,2286.0,52.0,26.2,35.5,16.8,2.6
16412,2000-08-21,2219.0,56.0,26.5,34.6,18.4,1.5
16412,2000-08-22,1797.0,54.0,24.5,29.6,19.3,3.8
16412,2000-08-23,2162.0,65.0,22.6,29.5,15.6,2.1
16412,2000-08-24,2005.0,68.0,21.5,27.3,15.6,1.5
16412,2000-08-25,1735.0,54.0,22.5,29.6,15.3,2.1
16412,2000-08-26,2228.0,64.0,17.9,24.1,11.6,2.1
16412,2000-08-27,1241.0,63.0,18.6,21.8,15.3,1.5
16412,2000-08-28,426.0,80.0,16.2,18.6,13.8,0.6
16412,2000-08-29,1940.0,65.0,18.5,25.5,11.5,1.0
16412,2000-08-30,1996.0,66.0,19.8,27.7,11.9,3.2
16412,2000-08-31,1482.0,71.0,20.3,24.2,16.4,1.5
16412,2000-09-01,1858.0,65.0,20.7,25.6,15.8,2.1
16412,2000-09-02,549.0,82.0,17.2,21.2,13.2,2.6
16412,2000-09-03,1724.0,78.0,16.6,22.8,10.4,1.5
16412,2000-09-04,1727.0,61.0,15.0,21.4,8.6,2.1
16412,2000-09-05,1388.0,60.0,12.6,18.3,6.8,2.1
16412,2000-09-06,1454.0,68.0,14.3,20.5,8.0,1.0
16412,2000-09-07,1329.0,66.0,16.1,20.8,11.3,2.1
16412,2000-09-08,1476.0,67.0,15.9,21.5,10.3,1.0
16412,2000-09-09,1908.0,68.0,15.7,22.4,9.0,1.5
16412,2000-09-10,2045.0,68.0,15.9,24.1,7.6,1.0
16412,2000-09-11,1883.0,66.0,17.1,25.5,8.6,1.0
16412,2000-09-12,1863.0,68.0,18.4,26.4,10.3,1.0
16412,2000-09-13,1652.0,71.0,19.3,26.9,11.6,2.1
16412,2000-09-14,1694.0,77.0,21.0,26.7,15.2,2.1
16412,2000-09-15,1029.0,82.0,18.3,22.6,14.0,1.0
16412,2000-09-16,1347.0,84.0,19.4,23.8,14.9,2.6
16412,2000-09-17,911.0,82.0,14.7,18.7,10.6,1.0
16412,2000-09-18,935.0,80.0,15.8,19.2,12.3,1.5
16412,2000-09-19,488.0,84.0,14.7,16.1,13.3,2.1
16412,2000-09-20,1086.0,83.0,17.1,23.6,10.5,1.0
16412,2000-09-21,463.0,89.0,15.9,18.6,13.1,3.2
16412,2000-09-22,1075.0,55.0,16.5,19.9,13.0,3.2
16412,2000-09-23,1015.0,74.0,14.5,18.5,10.5,1.5
16412,2000-09-24,770.0,76.0,14.0,16.8,11.1,1.5
16412,2000-09-25,977.0,78.0,15.1,19.2,10.9,1.0
16412,2000-09-26,1296.0,81.0,15.0,20.3,9.6,1.0
16412,2000-09-27,1092.0,78.0,15.3,20.3,10.2,1.5
16412,2000-09-28,1096.0,78.0,15.0,20.4,9.5,1.5
16412,2000-09-29,1110.0,79.0,16.1,20.9,11.3,1.5
16412,2000-09-30,840.0,80.0,14.9,21.0,8.7,1.5
16412,2000-10-01,204.0,96.0,15.9,17.0,14.8,2.1
16412,2000-10-02,1256.0,81.0,17.9,21.0,14.7,1.5
16412,2000-10-03,207.0,90.0,14.6,16.4,12.7,2.1
16412,2000-10-04,810.0,83.0,17.3,21.1,13.4,1.5
16412,2000-10-05,1201.0,76.0,16.7,22.1,11.2,1.5
16412,2000-10-06,520.0,80.0,15.4,16.9,13.9,2.1
16412,2000-10-07,75.0,94.0,11.3,14.3,8.3,3.2
16412,2000-10-08,330.0,74.0,9.9,11.8,7.9,2.6
16412,2000-10-09,152.0,93.0,9.8,10.5,9.1,1.5
16412,2000-10-10,796.0,83.0,12.1,16.0,8.2,1.5
16412,2000-10-11,477.0,84.0,13.3,15.7,10.8,1.0
16412,2000-10-12,441.0,76.0,15.8,20.4,11.1,1.5
16412,2000-10-13,1119.0,79.0,17.4,23.9,10.8,2.1
16412,2000-10-14,848.0,83.0,17.1,22.8,11.3,1.0
16412,2000-10-15,1000.0,84.0,16.5,20.9,12.1,1.0
16412,2000-10-16,1101.0,74.0,16.3,21.4,11.1,1.5
16412,2000-10-17,1029.0,72.0,15.5,21.3,9.6,2.1
16412,2000-10-18,583.0,86.0,14.3,17.0,11.5,1.5
16412,2000-10-19,194.0,93.0,12.7,13.4,12.0,1.0
16412,2000-10-20,584.0,80.0,12.1,14.2,9.9,1.0
16412,2000-10-21,668.0,80.0,7.8,11.5,4.0,1.0
16412,2000-10-22,639.0,82.0,10.2,13.1,7.3,1.0
16412,2000-10-23,1050.0,81.0,10.0,15.5,4.4,1.5
16412,2000-10-24,1103.0,72.0,11.0,19.8,2.2,1.0
16412,2000-10-25,1052.0,77.0,12.7,19.2,6.2,1.0
16412,2000-10-26,1076.0,77.0,12.1,19.7,4.5,2.1
16412,2000-10-27,812.0,85.0,12.0,15.0,8.9,2.1
16412,2000-10-28,969.0,79.0,11.8,16.4,7.2,1.0
16412,2000-10-29,902.0,82.0,10.2,16.2,4.2,1.0
16412,2000-10-30,917.0,79.0,11.3,17.6,4.9,1.5
16412,2000-10-31,738.0,72.0,15.0,21.4,8.5,2.1
16412,2000-11-01,401.0,89.0,10.7,14.4,7.0,1.5
16412,2000-11-02,739.0,87.0,7.7,13.3,2.0,1.5
16412,2000-11-03,326.0,80.0,10.1,14.6,5.6,2.1
16412,2000-11-04,214.0,95.0,10.6,13.9,7.2,1.5
16412,2000-11-05,625.0,86.0,7.7,11.2,4.1,1.5
16412,2000-11-06,288.0,85.0,8.1,10.5,5.6,1.5
16412,2000-11-07,472.0,85.0,11.2,13.4,8.9,2.1
16412,2000-11-08,761.0,72.0,10.6,15.9,5.3,1.0
16412,2000-11-09,799.0,72.0,9.1,14.9,3.2,2.1
16412,2000-11-10,512.0,77.0,7.4,11.7,3.1,1.0
16412,2000-11-11,847.0,77.0,7.4,13.1,1.6,1.5
16412,2000-11-12,780.0,81.0,4.7,10.1,-0.8,1.5
16412,2000-11-13,730.0,76.0,10.8,19.0,2.5,3.2
16412,2000-11-14,417.0,70.0,13.9,18.7,9.0,2.6
16412,2000-11-15,246.0,88.0,14.1,17.6,10.6,2.1
16412,2000-11-16,61.0,97.0,9.4,10.7,8.1,1.0
16412,2000-11-17,244.0,96.0,7.5,9.5,5.5,1.0
16412,2000-11-18,116.0,90.0,7.5,9.6,5.3,2.6
16412,2000-11-19,328.0,91.0,5.7,7.3,4.0,1.5
16412,2000-11-20,355.0,88.0,6.9,8.9,4.8,1.0
16412,2000-11-21,205.0,88.0,8.6,10.4,6.7,1.0
16412,2000-11-22,483.0,93.0,7.7,10.3,5.1,1.0
16412,2000-11-23,509.0,84.0,7.2,10.2,4.2,1.0
16412,2000-11-24,355.0,81.0,8.2,12.6,3.8,1.0
16412,2000-11-25,109.0,95.0,9.0,10.4,7.6,1.0
16412,2000-11-26,344.0,95.0,7.9,9.6,6.1,1.0
16412,2000-11-27,567.0,68.0,6.8,11.7,1.9,1.5
16412,2000-11-28,418.0,79.0,3.8,8.3,-0.8,0.6
16412,2000-11-29,555.0,83.0,4.5,9.1,-0.2,2.1
16412,2000-11-30,365.0,89.0,2.7,6.3,-0.9,1.0
16412,2000-12-01,221.0,98.0,0.3,2.2,-1.6,1.0
16412,2000-12-02,184.0,94.0,0.8,2.1,-0.6,1.0
16412,2000-12-03,364.0,93.0,3.2,5.8,0.6,1.0
16412,2000-12-04,87.0,94.0,3.2,4.2,2.2,1.0
16412,2000-12-05,78.0,97.0,3.1,3.5,2.7,1.0
16412,2000-12-06,78.0,91.0,3.3,4.0,2.5,1.0
16412,2000-12-07,123.0,90.0,3.7,4.4,3.0,1.5
16412,2000-12-08,336.0,86.0,6.8,11.0,2.5,1.0
16412,2000-12-09,302.0,82.0,9.8,12.0,7.5,1.0
16412,2000-12-10,456.0,86.0,9.3,11.9,6.7,0.6
16412,2000-12-11,470.0,86.0,7.6,11.1,4.0,1.0
16412,2000-12-12,343.0,79.0,6.8,11.6,1.9,1.0
16412,2000-12-13,267.0,79.0,6.5,10.3,2.7,1.0
16412,2000-12-14,329.0,79.0,5.9,9.8,2.0,1.5
16412,2000-12-15,35.0,95.0,3.3,5.5,1.1,1.0
16412,2000-12-16,465.0,78.0,4.3,8.5,0.0,1.0
16412,2000-12-17,297.0,84.0,0.9,3.9,-2.2,1.0
16412,2000-12-18,363.0,82.0,2.0,5.3,-1.3,1.5
16412,2000-12-19,400.0,85.0,3.1,5.8,0.4,1.0
16412,2000-12-20,540.0,70.0,2.6,5.2,-0.1,1.5
16412,2000-12-21,92.0,74.0,-1.0,0.2,-2.1,1.0
16412,2000-12-22,115.0,76.0,-2.6,-1.7,-3.5,2.1
16412,2000-12-23,533.0,79.0,-4.9,-0.8,-8.9,1.0
16412,2000-12-24,452.0,81.0,-4.7,-0.3,-9.0,1.0
16412,2000-12-25,483.0,81.0,1.7,8.5,-5.1,1.0
16412,2000-12-26,133.0,97.0,2.5,4.4,0.5,1.0
16412,2000-12-27,272.0,93.0,3.2,5.4,1.0,1.0
16412,2000-12-28,273.0,95.0,5.0,6.5,3.5,1.0
16412,2000-12-29,88.0,93.0,2.8,4.2,1.3,1.5
16412,2000-12-30,411.0,75.0,2.5,5.7,-0.8,2.1
16412,2000-12-31,440.0,83.0,-0.6,3.5,-4.7,1.0
16412,2001-01-01,561.0,82.0,-3.6,0.4,-7.5,1.0
16412,2001-01-02,396.0,85.0,-2.2,0.0,-4.4,1.0
16412,2001-01-03,183.0,86.0,1.1,4.6,-2.4,1.0
16412,2001-01-04,334.0,91.0,-0.3,2.5,-3.1,1.0
16412,2001-01-05,480.0,84.0,4.0,8.2,-0.2,1.5
16412,2001-01-06,434.0,73.0,7.8,14.5,1.0,1.0
16412,2001-01-07,255.0,84.0,8.0,10.6,5.4,1.5
16412,2001-01-08,31.0,96.0,5.1,7.1,3.1,1.0
16412,2001-01-09,547.0,55.0,4.7,7.9,1.5,1.5
16412,2001-01-10,522.0,69.0,3.0,7.7,-1.8,1.5
16412,2001-01-11,290.0,78.0,3.8,8.1,-0.6,1.0
16412,2001-01-12,61.0,91.0,2.7,4.3,1.0,1.5
16412,2001-01-13,342.0,58.0,-0.4,1.2,-1.9,1.5
16412,2001-01-14,331.0,72.0,-2.8,0.4,-5.9,1.0
16412,2001-01-15,671.0,62.0,-3.1,1.0,-7.2,1.0
16412,2001-01-16,292.0,81.0,-4.9,-1.8,-8.0,1.5
16412,2001-01-17,296.0,84.0,-4.5,-2.0,-7.0,1.0
16412,2001-01-18,352.0,83.0,-2.1,0.2,-4.4,1.5
16412,2001-01-19,476.0,87.0,-1.8,1.9,-5.4,1.0
16412,2001-01-20,111.0,88.0,-0.5,0.1,-1.1,1.0
16412,2001-01-21,57.0,96.0,-1.0,0.0,-2.0,1.0
16412,2001-01-22,125.0,90.0,-1.8,-1.0,-2.6,1.0
16412,2001-01-23,265.0,89.0,-0.2,1.4,-1.8,1.0
16412,2001-01-24,236.0,96.0,0.0,1.0,-1.0,0.2
16412,2001-01-25,337.0,98.0,2.7,4.3,1.0,0.6
16412,2001-01-26,68.0,97.0,3.7,4.8,2.5,1.0
16412,2001-01-27,366.0,84.0,4.9,7.3,2.4,2.1
16412,2001-01-28,385.0,92.0,3.1,5.3,0.8,1.0
16412,2001-01-29,455.0,88.0,1.3,3.6,-1.0,1.0
16412,2001-01-30,199.0,71.0,2.0,3.2,0.8,3.2
16412,2001-01-31,753.0,48.0,3.4,5.3,1.5,3.8
16412,2001-02-01,537.0,52.0,0.5,3.1,-2.2,3.8
16412,2001-02-02,856.0,58.0,-1.5,3.1,-6.0,2.1
16412,2001-02-03,645.0,66.0,-1.3,2.2,-4.8,1.0
